wt1	wt2	wt3	wt4	ehet1	ehet2	ehet3	ehom1	ehom2	ehom3	ehom4	khet1	khet2	khet3	khet4	khom1	khom2	khom3	khom4	rhom1	rhom2	rhom3
chr1-127015348-127015481_peak.313_KGain_WT	215.319709432159	211.475136498449	203.891970329874	245.548907031796	181.836531955353	198.437958082349	213.441508671188	137.789521158651	200.033000607962	190.294199394972	156.533483690395	269.503133030451	268.843255179416	275.204050055743	244.524134889124	352.336535268927	263.482264339439	220.680001220204	276.914028640108	206.232925735289	224.566821879809	197.065123678373
chr1-127015348-127015481_peak.313_KGain_mutD	123.886438323352	130.868021689623	113.51160782452	102.370077520346	124.459541495344	135.172894791287	131.183554592144	113.826126174538	146.068722553481	152.642405931796	149.710889417705	131.648517212817	153.811881861908	118.741731248707	143.322623033381	150.904352615181	215.994181813145	226.863163362465	149.031883975049	130.073783142002	146.078876921161	97.7939369378434
chr1-127015348-127015481_peak.313_KGain_mutDM	178.351318952981	156.337160486362	182.445782616739	208.639967517658	175.55646334779	209.270227571165	178.392467367943	169.113101745027	212.340642971264	234.197062815355	208.282217607779	214.70460279643	196.391832121806	199.874474310558	197.525842417235	243.267052685678	182.432223194855	239.523923939474	227.482661183038	144.400750560541	231.487897701678	201.201423125895
chr1-127015348-127015481_peak.313_KGain_mutM	252.852502819416	314.841907253297	257.660626667805	225.353449561796	208.384094705507	273.341949228416	286.400737506514	345.757556199347	283.752018441855	269.813624199441	271.23030438788	264.353391634965	288.626555146323	236.813866268568	246.408500389176	330.468307752236	370.852679670151	296.497346536018	252.567235713491	268.442126368421	294.366607828025	240.200817916818
chr1-127854346-127854479_peak.314_EGain_WT	141.806230654862	170.155523025018	209.406704313251	211.146989824278	178.268311155602	186.683793317889	155.503297537253	232.444931345898	223.295797162775	246.263081569964	199.786156815373	100.089845584068	101.798834929048	104.010614214093	95.1050352379278	197.085702650429	282.282531615245	268.378680603357	163.541588850508	284.842733808064	172.732381681978	222.916995225386
chr1-127854346-127854479_peak.314_EGain_mutM	162.265836072728	171.103842022769	255.516007896491	211.704105892416	200.819466610033	242.804168222712	271.09360518224	316.659148004353	266.440169842924	268.06913956022	233.641671791174	174.430984190703	156.956247419562	142.735596115692	210.605555888185	157.424072620157	179.646998413254	180.489447295511	213.218883508858	173.808736314385	176.119291126722	283.927412076337
chr1-128244073-128244206_peak.317.shuff_NotDB_scrambled	131.3647768554	123.14599556508	166.667515942076	142.760992460346	129.883237110967	107.746510340881	147.921260030837	105.781272144157	110.633532452544	150.316426412835	113.023354177769	171.526001865044	118.044723643594	164.720672296138	113.061930003131	95.894215073193	127.702556236398	112.474663730644	76.8522503996748	115.558302994271	111.178983947053	125.566233228349
chr1-128244073-128244206_peak.317_NotDB_WT	107.37765326204	98.4897016235572	109.528744392081	86.3529905613803	93.4873849534981	89.6543155563691	73.5314580810929	92.4302377958652	103.059598690512	96.673523756804	97.3185145311996	123.593793491672	112.935129612406	114.389355761207	87.0133480906449	69.8153350532878	132.01965464788	63.8926754700258	74.7618691888037	57.3078696741572	39.6121148102745	107.543785635574
chr1-132820242-132820375_peak.343_KGain_WT	238.88353084446	281.244319904408	230.240143806011	205.993666194002	223.798808560435	227.477659265132	212.583164802537	252.300315761306	196.516531361304	220.677306861396	160.910242280423	460.307653965778	436.804782050767	484.00647408425	371.995918716184	590.442142950666	663.301281738239	460.056707013434	771.965484814654	258.450951721281	251.220326640626	201.79232304697
chr1-132820242-132820375_peak.343_KGain_mutD	236.908120666183	176.92923015181	165.135645391138	218.66805674414	223.513350896455	179.884815660016	133.329414263772	157.816072681088	170.14301201137	139.849518577512	157.949493822463	199.387423261137	167.437465945075	213.043200144531	273.232997507566	159.733140121919	122.132106673197	133.232422351091	211.251465898626	132.147423163106	169.934499966754	120.691308879483
chr1-134067022-134067155_peak.355_EGain_WT	100.745919092111	90.090304786335	104.779945684173	85.3780374421389	101.480199544942	119.154964376974	131.326611903586	87.6375587990425	123.076423633026	135.488306979461	91.1395612276314	139.175062329297	117.389647485749	106.24260164358	127.471783827059	153.756730117358	121.296539238716	166.356505256058	132.554761489359	82.9456008441749	129.586100494578	152.304454656974
chr1-134067022-134067155_peak.355_EGain_mutM	125.57964704759	96.7285377705912	92.6781683317609	115.044468070484	107.902996984495	108.78364252598	132.328013083679	74.2865244507509	87.911731166447	106.413562992452	114.568092503661	138.250749771133	166.913405018799	186.594149105111	128.469389091793	116.13251258864	119.625404369756	71.2535827822407	120.750255827969	81.2489862814532	120.014399889865	122.611733622976
chr1-134179208-134179341_peak.358_KGain_mutD	5.78512980781031	3.25137942086021	0	11.1423213627588	11.9892218871662	5.4161347444079	14.8779603899488	20.8823870575844	8.92642193382385	18.8985835915557	9.7833427306497	12.940375814299	8.77802051511739	14.396318920191	0	8.55713250653139	11.2801603654834	0	31.2327545624279	17.9087092731741	0	0
chr1-134439696-134439829_peak.362_ELost_mutD	9.17154725628463	10.9734055454032	17.3101372256016	10.5852052946208	17.1274598388088	13.482718406292	13.0182153412052	13.0087001342329	15.8241116099605	10.4669078353231	17.7644907477587	15.3171795352927	16.7699496408213	10.2671421756401	20.1737953534998	17.9292300136848	21.7247532964865	11.335797260811	10.4519060543558	14.138454689348	7.06833275424972	6.49989913182041
chr1-134439696-134439829_peak.362_ELost_mutDM	7.05503635098818	0.406422427607526	6.74023042412806	5.15332363027592	4.85278028766249	9.67990039426093	2.14585967162723	4.62151188979326	17.3118485989311	6.10569623727183	4.3767585900275	15.1851348841263	17.9490867249415	1.33919245769218	4.76633626483787	19.8308150151362	11.1408991264033	8.24421618968075	11.0667240575532	0	19.8796858713273	0.147724980268646
chr1-134439696-134439829_peak.362_ELost_mutM	5.78512980781031	3.79327599100358	4.74879870790841	1.67134820441381	1.99820364786103	8.98847893752801	5.43617783478897	7.01785138820458	3.38122042947873	13.6651296738941	6.56513788504124	0.792267906997896	6.81279204158365	16.2935082352549	3.5470409412747	1.4941025011404	5.70971080228171	0	22.0104845144669	0	1.32531239142182	16.5451977900883
chr1-134799958-134800091_peak.368_NotDB_WT	108.788660532238	153.898625920717	134.651421427467	141.228923272967	124.459541495344	123.994914574104	130.468268034935	180.581297915996	137.277549436836	129.237237022254	133.748593383487	133.629186980312	130.360155411072	143.516791716012	136.561076239076	175.217475133738	183.267790629335	102.758266078521	203.135868256421	91.8056991161663	99.6929432213971	91.294037806023
chr1-134799958-134800091_peak.368_NotDB_mutM	123.322035415273	105.669831177957	147.212759945161	102.370077520346	112.755777272158	96.5685301236983	112.156932170383	126.834826308771	93.7274303051504	59.4578514534328	93.7141251041182	96.524640002577	99.8336064555142	92.7390776951836	84.5747574435185	77.4216750590935	58.2111979354575	103.347138663498	118.782838217737	98.2151319086708	90.1212426166839	74.601115035666
chr1-135595360-135595493_peak.378_ELost_WT	114.573790340048	101.199184474274	155.331673865133	172.427423088692	71.935331322997	82.5096271701289	81.5426675218346	56.6563124267248	66.136671600604	49.4270647779148	66.9386607886558	94.015791630417	95.7721342768778	98.9886424977471	90.0061638848454	118.984890090817	108.484505243353	73.7562912683938	65.6625627414822	99.1576955546273	123.106795469849	66.4762411208905
chr1-135595360-135595493_peak.378_ELost_mutM	92.4209761979452	87.1098736505464	64.3385631394043	59.0543032226214	68.5098393552352	56.1203749048223	58.6534976911442	65.2146677781937	57.8864937526759	54.0790238158362	79.8114801710896	91.6389879094233	87.9112203827429	56.2460832230717	107.852213620634	31.7836350242594	79.6574287537839	70.3702739047749	75.9915051951985	43.7349531723831	98.0731169652149	89.9645129836052
chr1-136017794-136017927_peak.382_KLost_WT	335.114226671939	279.076733623835	231.312453191668	243.18116374221	274.610272748901	299.385490765356	793.395849256306	275.579042317302	290.379210483633	335.667919330016	330.059088965603	259.86387349531	289.805692230443	322.633782932342	274.341447801715	302.759497731087	301.22206013013	318.432850326419	364.833003097336	287.293399287551	280.377199251906	196.178773796761
chr1-136237971-136238104_peak.388_ELost_WT	42.0480166518896	38.8810789077867	25.4290511455741	42.2015421614488	14.2728831990073	24.0845140761968	19.5988516675287	15.747373846703	13.9306281694524	11.1937764349984	15.0611986774476	20.5989655819453	16.7699496408213	27.5650447541641	23.1666111477004	33.2777375253998	30.2196888803691	53.8818415254134	20.1660305048747	38.6451094842179	34.0163513798268	33.6812955012512
chr1-136237971-136238104_peak.388_ELost_mutD	127.978359406926	122.468624852401	135.723730813124	110.308981491312	69.0807546831955	50.8194770698699	62.659102411515	37.6567635464636	50.5830576250018	38.6694095027216	85.7329770870092	51.2333246525306	29.740457566144	28.9042372118563	57.1960351780545	47.2679700360782	95.5332100089087	57.4150770352766	39.471315805273	125.926503099793	62.2896823968257	146.986355367302
chr1-136237971-136238104_peak.388_ELost_mutDM	41.76581519785	44.9774153218996	47.7943611892717	46.5191916895178	44.2459379169227	37.6824693919443	17.1668773730178	23.1075594489663	35.4351901009371	45.2112268997986	55.3531233444654	54.9305748851875	71.0102555103526	88.386702207684	48.9935030013567	45.5022125347304	39.4109306596518	7.65534360470355	22.3793753163853	27.3343457327395	55.8103773720968	40.1811946330716
chr1-136237971-136238104_peak.388_ELost_mutM	49.9496573649963	40.7777169032885	12.2549644075056	25.0702230662072	33.113089021697	41.8309981323419	51.2145174961698	10.2700264217628	29.0784956935171	47.3918326988242	36.172622464639	66.2864148854906	39.5665999338127	51.1125121352516	59.523780795766	26.4863625202162	38.1575795079315	31.9463377350129	42.1765150193416	13.9499419601567	22.6775675865512	2.80677462510427
chr1-136279433-136279566_peak.389_KLost_WT	57.286895170024	67.8725454104569	32.4756556798898	42.0622631444143	52.8096678363272	62.5736418343296	64.948019394584	41.0801056870512	49.7715647219269	48.4094487383695	98.605796469443	82.1317730254486	73.8925906048688	53.9024964221103	100.979821796914	71.5810925546356	79.1003837974637	80.3811078493873	94.1901180898415	63.7173024666616	121.928740010808	88.3395382006501
chr1-136279433-136279566_peak.389_KLost_mutM	120.076718693819	143.602591087993	119.485902973179	137.88622686414	104.334776184744	123.649203845738	106.148525089827	186.229812447965	169.331519108295	108.884916231348	88.0500845758473	121.216989770678	131.408277263623	128.339277195501	127.693473885889	102.278107578066	139.261239080042	109.088646367026	131.939943486162	109.148870201767	134.298322330745	79.3283144042627
chr1-136563268-136563401_peak.394_KLost_WT	156.198504810878	147.666815364068	93.44410360723	119.362117598553	99.0538094011109	163.982122155158	130.754382657819	78.2233679124266	116.178733956889	135.488306979461	157.820765628639	202.292405586796	192.461375174738	150.101154632999	133.346570386046	252.774977692935	250.391707865915	371.284164828122	254.288726122444	345.355319878474	303.349280703217	292.643185912187
chr1-136563268-136563401_peak.394_KLost_mutM	97.5006023706567	137.912677101487	103.86082335361	109.194749355036	118.179472887781	121.920650203906	135.761388558282	87.8087259060719	99.2726318094955	112.955380389529	83.6733259858198	151.587259538931	116.07949517006	142.623996744217	141.881637650988	155.386660118602	90.6590666411072	109.824737098247	113.003548987682	63.7173024666616	56.1048912368572	80.9532891872178
chr1-136643638-136643771_peak.395_KGain_WT	305.059771816729	312.403372687652	378.678400191922	348.754658654349	368.525844198369	358.386788406565	367.085061159697	336.001031098673	497.174651950552	514.622968570054	356.577096893417	258.41138233248	312.864372986572	315.826221272406	259.377368830712	466.159980355805	630.853413032589	581.364459518737	387.70423281628	495.222939585563	389.052815348495	335.040255249288
chr1-136643638-136643771_peak.395_KGain_mutD	207.700270173092	210.933239928306	204.964279715531	166.438425356209	219.802401264713	230.012871273153	236.47373581332	363.730102437432	300.52287177207	292.346550789373	237.246061218255	147.229786050442	162.720917608594	157.131915035883	212.822456476482	202.111320154265	165.30309078801	237.610088038299	243.222002064891	326.881072417726	306.588933215582	349.07412837481
chr1-136643638-136643771_peak.395_KGain_mutDM	210.098982532428	172.594057590663	197.458114015934	216.857429522692	222.799706736505	168.245887805011	157.935271831764	245.111297266072	215.045619314847	184.76999803744	196.696680163589	178.524368376859	158.528430198389	217.172376889082	205.284994476273	167.203652627621	128.955907388119	160.762215698775	251.829454109655	173.808736314385	171.112555425795	219.22387071867
chr1-136643638-136643771_peak.395_KGain_mutM	69.5626584207434	98.8961240511647	88.5421178442277	127.997416654691	63.3716014035926	63.2650632910625	76.3926043099292	87.6375587990425	76.5508305233984	84.7528787221304	133.104952414366	101.278247444564	82.8016263515551	53.1213008217899	84.3530673846889	98.0674550748518	101.38218205027	88.0364514540908	111.282058578729	107.452255639045	108.086588367069	121.873108721633
chr1-138662551-138662684_peak.402_KGain_mutD	0	4.33517256114694	4.90198576300223	9.88881020944839	5.42369561562279	5.87708238222985	9.72789717804342	10.6123606358216	3.38122042947873	6.97793855688209	0	0	3.01335032608508	5.13357108782003	0	0	8.49493558388255	14.5745964781856	7.50077963900827	0	0	0.147724980268646
chr1-138662551-138662684_peak.402_KGain_mutDM	21.8706126880634	21.9468110908064	14.0932090686314	2.08918525551727	13.701967871047	25.6978308085737	22.6030552078068	7.18901849523396	16.5003556958562	9.0131706359727	7.46623524181161	18.4862511632842	31.9677165028156	15.9587101208318	23.9425263536042	30.289532523119	29.5233826849689	0.294436292488598	19.4282489010378	20.1708620234698	6.77381888948932	5.02264932913395
chr1-151357559-151357692_peak.417_KLost_WT	635.517674497015	575.358683349721	672.031610696587	688.87401825256	645.419778259112	531.011678770885	592.68644130344	991.913385235257	668.534903316535	597.195241493159	690.49803167375	319.812145124817	358.326658340986	409.234895196436	355.147474245129	530.813870405154	583.226069267215	863.581645869058	587.888974657353	981.774293628325	628.934358195845	731.681827270602
chr1-151357559-151357692_peak.417_KLost_mutM	101.73362418125	146.447548081245	115.196665430552	118.526443496346	122.461337847483	134.366236425098	111.584702924616	77.025198163221	85.4772524572223	119.206450346736	119.845948450459	116.463382328691	107.56350511808	123.205706107681	103.8617925617	115.996685088537	140.096806514522	100.844430177345	119.643583422214	91.8056991161663	142.986481341177	107.396060655305
chr1-152290494-152290627_peak.421_KGain_WT	272.888806056223	275.554405917903	246.477971645956	297.917817436762	287.455867628008	274.955265960793	324.453982350037	308.785461081001	258.054743177817	320.694426176706	224.115785448173	188.295672563167	219.319497646366	244.625822271772	233.772167035885	203.333767655198	155.137020335167	209.93307654437	148.048175169934	321.225690541987	303.791051500358	273.7343884378
chr1-152290494-152290627_peak.421_KGain_mutD	252.993603546436	290.456561596845	313.880275887236	338.169453359728	246.920879342827	264.122996471977	289.691055669676	258.119997400305	287.538985322871	252.078030367366	222.184862540808	317.171252101491	275.394016757862	294.845539435229	282.433134948998	254.81239019449	286.599630026726	263.520481777295	256.502070933955	238.845627885386	259.172200989156	248.030241871056
chr1-153266934-153267067_peak.425_KLost_WT	112.033977253692	146.312073938709	134.804608482561	117.272932343036	119.749490039672	125.147283668659	147.492088096511	63.1606624938412	83.7190178338934	73.413728567197	106.200759905079	115.40702511936	119.092845496145	154.788328234921	195.530631887768	149.138595113833	131.8803934088	137.207312299687	201.906232250026	120.271121224054	101.312769477579	140.043281294676
chr1-153266934-153267067_peak.425_KLost_mutM	158.879418624254	161.485177902724	127.298442782964	160.310148606692	130.739610102907	132.868156602177	122.314001282752	128.717664486094	132.00284556685	116.880470827775	154.345104395381	144.588893027116	125.119546148315	114.389355761207	147.091354033485	132.02433010077	93.0265077054679	59.0344766439639	141.285177134762	155.334488853637	135.034606992646	117.293634333305
chr1-154574208-154574341_peak.428.shuff_NotDB_scrambled	114.009387431969	86.8389253654748	94.6696000479805	75.2106691986216	101.622928376932	96.1075824858764	97.7081437147597	83.358381123308	71.1408778362325	75.0128394864825	110.577518495106	124.254016747503	115.293403780646	105.349806671785	110.734184385419	104.451347579724	100.40735337671	99.6666850073904	121.488037431806	81.4374990106445	76.7208617700855	113.748234806857
chr1-154757777-154757910_peak.429_KGain_WT	588.390031672414	548.399328985089	580.73212586067	578.843594795317	616.017638869157	554.404771390349	586.534976911442	710.856995493015	649.600068911454	655.926224346917	596.783906569632	404.848900475925	377.323866918479	454.432640643547	451.69349486545	637.57428548664	768.582778482751	793.358590110527	619.24469282042	930.49883128829	481.971939680403	666.535110972129
chr1-154757777-154757910_peak.429_KGain_mutD	218.000623245535	184.515782133817	164.82927128095	213.932570164968	259.909203053924	192.099928062297	215.444311031373	289.443577986681	247.640584255022	234.05168909542	245.742122010661	179.712770237356	174.512288449797	163.827877324344	182.561763446232	233.894955178525	168.22757680869	205.516532157041	226.744879579201	172.300634480854	192.464810620925	220.701120521357
chr1-154757777-154757910_peak.429_KGain_mutDM	209.393478897329	170.968367880233	160.693220793417	215.882476403451	194.96758449844	159.60311959585	211.295648999561	263.939679039304	173.794730075207	181.426402478934	173.911789856681	132.308740468649	167.044420250368	132.580053311526	186.884719593411	153.213420116943	122.410629151357	101.874957201055	221.826335553621	209.626154860733	183.776651610493	137.088781689303
chr1-154757777-154757910_peak.429_KGain_mutM	376.31563896171	340.581994335107	355.087593707474	353.072308182418	360.675758438915	319.667186829522	281.107616983167	438.87246242333	350.835431762713	385.821852707606	249.732696019216	317.56738605499	295.570362419475	332.231328879136	272.124547213418	486.941587871667	403.996854571201	377.172890677894	487.796603736816	437.538044453023	235.022064078803	340.653804499497
chr1-155191634-155191767_peak.431.shuff_KLost_scrambled	97.3595016436369	64.2147435619891	80.5763909793491	80.503271845932	98.3401652411605	65.6850383896277	70.5272545408148	72.0613520593689	102.924349873333	65.1274265308996	74.4048960304674	98.2412204677391	96.1651799715846	95.6406613535167	72.6034942667164	102.82141757848	47.6273437653743	139.415584493351	85.8285932463569	50.7099241524615	74.5120077843825	74.4533900553974
chr1-155461956-155462089_peak.437_EGain_WT	36.6861890251385	54.7315535844802	44.4242459772077	30.3628257135176	33.8267331816474	53.2394521684351	38.1963021549646	25.3327318403482	35.7056877352954	21.2245631105164	35.01406872022	128.743534887158	112.542083917699	123.428904850629	165.713318975177	120.886475092269	137.172320493841	66.984256541156	144.605194352028	104.247539242793	115.743948850839	87.1577383585009
chr1-155461956-155462089_peak.437_EGain_mutM	117.113603426404	128.158538838907	111.673363163395	145.128735749933	113.469421432108	130.678655322523	109.868015187314	131.456338198564	108.199053743319	124.439904264397	124.737619815784	143.268446515453	113.721221001819	120.080923706399	134.455020680194	123.331370094135	100.26809213763	115.271808509286	135.014033502149	107.263742909853	135.181863925026	66.4762411208905
chr1-155680881-155681014_peak.441_NotDB_WT	468.877715886674	468.063162461334	490.811324520598	473.827215951316	494.555402845604	328.540428857594	329.031816316175	780.350840946943	433.607707876352	348.024685524494	374.341587641175	290.234143263563	276.704169073551	281.565214229781	350.82451809795	262.690385200503	301.36132136921	318.13841403393	270.888812208774	586.086075055772	326.026848289768	328.244906156931
chr1-155680881-155681014_peak.441_NotDB_mutM	155.06969899472	228.680352600501	219.670237004537	166.299146339174	226.938842864217	125.608231306481	153.929667111393	249.219307834777	166.761791581891	209.483530426398	174.684159019627	183.277975818847	167.437465945075	130.906062739411	149.308254621782	155.929970119016	118.232791978955	123.074370260234	115.585784601111	212.453845798603	158.742973105858	140.338731255213
chr1-156288952-156289085_peak.446_KGain_WT	10.5825545264823	18.5599575274104	18.8420077765398	12.8136695671726	29.6875970539353	9.10371584698349	11.3015276039034	16.4320422748205	9.061670751003	5.81494879740174	7.46623524181161	11.4878846514695	33.5398992816426	12.164331490704	8.64591229435707	7.06303000539099	0	18.1078319880488	17.2149040895272	16.7776328980263	26.3589908960563	11.3748234806857
chr1-156288952-156289085_peak.446_KGain_mutM	23.9871235933598	20.9984920930555	26.6545475863246	16.8527610611726	28.6884952300047	21.2035913398097	31.3295512057575	24.3057291981719	27.5907587045464	18.4624624317505	14.5462859021502	25.6166623262653	25.023909229663	29.6854328121767	24.8292865889229	36.8092525280953	21.4462308183264	17.224523110583	27.420882942604	30.5390621289917	25.0336785046344	16.1020228492824
chr1-16229659-16229792_peak.29_KGain_WT	878.916428606107	247.104835985376	221.661668720757	255.29843822421	209.097738865457	219.87202324107	263.797682298707	227.652252349075	252.644790490651	278.681421115479	214.461170911347	318.755787915487	377.323866918479	335.69090939484	321.00720518536	264.727797702058	424.328995476887	247.768140129155	296.834131943704	237.714551510238	221.474426299825	270.927613812696
chr1-16229659-16229792_peak.29_KGain_mutD	235.638214123005	201.04362752319	259.958432494212	253.76636903683	196.823059314311	248.911724423852	189.407880348963	221.832570710076	193.541057383362	233.17944677581	253.851998221595	203.612852098459	192.068329480031	249.089797130746	276.890883478256	264.863625202162	248.163528040634	275.592369769328	249.370182096865	235.263886030751	274.045151159557	291.018211129232
chr1-162460470-162460603_peak.467_ELost_WT	6.91393562396842	15.9859488192294	36.1521450021414	26.1844552024831	21.5520536305011	12.4455862211926	24.8919721908758	19.8553844154081	4.46321096691192	9.44929179577784	13.1302757700825	5.41383069781896	6.94380727315257	8.70475097499918	16.73759944164	6.11223750466528	13.5083401907641	11.4830154070553	10.9437604569137	5.6553818757392	13.4003808465984	13.5906981847154
chr1-162460470-162460603_peak.467_ELost_mutM	33.1586708496444	16.256897104301	5.66792103847133	16.8527610611726	20.1247653106003	17.8617209656005	15.7363042585997	41.4224399011099	23.533294189172	26.0218958683728	7.98114801710896	12.5442418608	12.577462230616	24.5518617243567	1.21929532356318	5.29727250404324	0	43.1349168495796	12.7882144665059	12.2533273974349	8.98267287519235	0
chr1-162839948-162840081_peak.470_KGain_WT	4.6563239916522	4.06422427607526	13.7868349584438	12.2565534990346	2.85457663980147	16.3636411426792	2.8611462288363	4.79267899682264	12.4428911804817	2.76210067876583	19.5666854612994	1.45249116282948	3.79944171549857	2.90158365833306	4.65549123542304	1.90158500145142	0	18.8439227192703	2.21334481151064	6.22092006331312	10.0134714018538	19.0565224546553
chr1-162839948-162840081_peak.470_KGain_mutDM	4.23302181059291	4.87706913129031	12.2549644075056	11.9779954649657	13.8446967030371	19.1293269696109	2.71808891739449	3.4233421405876	6.49194322459916	8.43167575623253	2.31710748883809	15.5812688376253	7.07482250472148	8.25835348910179	11.0845029414834	4.61813500352488	2.78522478160084	1.03052702371009	5.16447122685815	6.22092006331312	1.76708318856243	9.74984869773061
chr1-163957152-163957285_peak.472_NotDB_WT	201.350737457203	155.253367346075	159.927285517948	159.892311555588	185.690210419085	173.777259458875	172.956289533154	209.337371896932	242.636378019394	224.311649859772	205.707653731292	203.21671814496	182.5042175755	190.388527735239	211.381471094089	208.766867659345	248.859834236035	199.186151868537	240.762730052101	202.651183880655	179.064429774326	250.098391594817
chr1-163957152-163957285_peak.472_NotDB_mutM	300.262347098057	331.098804357598	370.099925106668	371.735696465039	352.682943847471	391.45978142029	291.979972652745	325.902171783939	387.352612401083	296.126267507684	440.636607460709	367.216174893525	283.123915420428	367.831528379453	302.496085273083	290.127540221445	316.958580146175	369.811983365679	311.343836819163	324.241894209047	499.348257701267	358.676252092271
chr1-165099756-165099889_peak.475_KGain_WT	178.069117498942	137.099832246272	181.373473231082	155.29610399345	164.566343284555	197.170352078339	154.788010980044	257.777663186246	182.044907923135	182.880139678285	239.563168707093	136.138035352472	123.416348137919	153.114337662806	169.260359916452	166.388687626999	201.23249047066	158.55394350511	97.0182809045495	210.003180319116	183.482137745732	170.474627230017
chr1-165099756-165099889_peak.475_KGain_mutM	99.7582140029729	140.215737524597	186.735020159366	131.479392080553	110.186658296337	105.787482880137	145.489285736326	128.375330272035	158.376364916784	131.563216541215	146.492684572097	94.5439702350823	97.2133018241359	130.013267767616	129.577839385941	102.413935078169	120.043188086996	129.257532402495	120.996183029248	105.37861561794	77.1626325672261	117.145909353036
chr1-167385827-167385960_peak.486_NotDB_WT	222.374745783147	195.624661821756	146.906385834973	212.818338028692	194.25394033849	189.564716054277	169.809028681434	194.788167799434	212.070145336906	234.63318397516	217.035734787834	193.049280005154	192.068329480031	182.018574874662	174.359231269534	211.347590161315	262.925219383119	276.475678646794	248.878327694307	250.344904366055	207.043246926565	203.565022810194
chr1-167385827-167385960_peak.486_NotDB_mutM	529.127726324113	259.162034671066	238.052683615796	232.038842379451	241.782641391184	274.148607594604	159.651959569066	289.614745093711	180.692419751343	224.166276139837	211.242966065739	234.77538977371	198.619091058477	191.058123964085	245.632585183273	192.603395147008	158.757812551248	212.730221323012	265.355450179997	222.067994987359	203.21456668468	245.223467245952
