label	wt_olap.DREME.1	e80a_olap.DREME.1	k88n_olap.MEME.2	k88n_olap.DREME.1	k88n_gain.MEME.1	e80a_loss.MEME.3	CRX_Corbo	Crx.MA0467.1	NRL.MA0842.2	FOS::JUN.MA0099.2	Lee_2010_CRX
peak.11	5.454449608650596e-07	3.1151834814466504e-07	0.009251807558417324	1.9995688856901097	7.690848858922386e-10	6.716645046095749e-05	1.6939617863270102	9.909264625679027e-08	4.226004879537955e-18	0.29136131930469245	5.102366605912517
peak.12	9.108746904367552e-07	9.832626803503677e-07	8.126174360145826e-16	1.4430642030879866e-07	1.3739619704875555e-15	3.648769314722286e-05	1.1799013418334756	0.1822337665189504	2.3252306369498506e-10	0.0023762444170002768	3.07109369918748
peak.13	7.225530345099739e-16	6.403979757066112e-16	3.572507602986258e-18	2.9085849835077646e-16	1.0733728677898292e-16	9.023494393525929e-07	0.2739729125295047	2.8403329617439466e-14	1.0671513208807438e-18	0.8614633823307285	1.3743117847518775
peak.14	9.108746901550411e-07	9.83262680114492e-07	3.957585195191834e-16	1.2983525858058133e-06	1.0355549535529778e-15	1.2864353307330262e-09	1.0537656703755873	1.8577716180323537e-09	5.9800454328420655e-18	4.569146907227024e-05	2.440196817514736
peak.15	1.9981267697448157	1.9954728374217106	2.457980212327718e-09	1.4430642346716437e-07	8.936836116762012e-07	0.9324264849444255	2.4058215525978333	4.847209150616431e-05	1.301357767979041e-10	0.9938436627386006	6.109273669703255
peak.16	0.998349188737749	0.9958622112391413	2.7054023508401733e-17	7.253127934522626e-16	1.8769995305424515e-20	1.6058220105767618e-11	1.5923580340718364	0.06561820922046326	1.2369707652137676e-16	0.03942601900675877	3.7796442936736367
peak.17	0.998350877608211	0.9958634066769997	0.9500270025108286	7.891699557298899e-06	0.03600375932353113	1.7545245618462906	3.6606638836092875	0.014671254170957515	5.754638526406662e-13	1.5295227389374175	8.831028383331558
peak.18	9.10874689461551e-07	9.832626794250702e-07	4.136219520768086e-19	1.3108111739704056e-16	2.176300596537258e-21	4.7690599372906896e-14	0.010551731112393993	1.354826964061584e-14	8.695364393673781e-16	0.020534668146123477	0.5651912881204801
peak.19	2.513963448078534e-06	2.336452814052039e-06	0.0024596586225015134	0.9998764329475849	5.627606338078093e-11	1.2399303721811648	3.904510599537895	0.0002551628778003967	1.1507951205340027e-08	0.13571650111259298	8.407379463562414
peak.20	2.040906478393602e-06	1.8952023811347984e-06	1.6325394616191575e-13	7.774190210845535e-16	1.2313303695490709e-15	9.145272660709797e-12	1.6391756710956749	7.842492090139624e-08	2.940272433365228e-11	0.2950557336473627	4.32751003572538
peak.21	1.9996274208168079	1.9995390565177502	2.296677333148217e-18	9.58054238841325e-16	1.3362345911619225e-19	1.7656637333925857e-10	3.4562834445543924	0.1038296295419424	3.28429399191114e-11	0.29223075570112217	6.647155599188755
peak.22	9.417699333674198e-06	7.849767504247308e-06	3.110307902015275e-06	1.0320364571691809e-06	1.2311774382144525e-08	1.9303913455159245e-05	3.1807135443089916	1.2053337923647302e-06	2.145873151744997e-05	2.5483998098608764	6.232072807443965
peak.23	7.338455526542917e-08	2.920455449252538e-08	4.282049569193876e-24	2.1086862254413451e-16	2.3857657816214447e-23	2.658894295452628e-12	0.9201921897710582	1.6775330443381936e-07	1.9285749189096933e-14	1.5053835143979324	2.2371815066993537
peak.24	1.9981153989912104	1.995529798168757	2.766041181057788e-08	5.829641549243957e-06	1.493088428368488e-12	0.05437853971887409	3.971848983740658	0.0007132715530330256	1.0483674519300399e-07	0.2922020910667449	6.106188534685806
peak.25	7.338455595494005e-08	2.920455508615221e-08	4.275679580534004e-09	1.393885234408878e-06	1.1665763817535236e-12	9.147616737327514e-07	0.5753827192224243	4.003391078794257e-11	1.1124669472358852e-16	3.912607914306301e-06	4.515142744442272
peak.26	0.9983512961191211	0.995863764360135	4.908746202894347e-07	3.119779508967008e-07	1.5335685887755976e-05	0.001926161397525127	3.3058193961973674	0.0011693639417630977	5.508423297041067e-12	0.5252810044242274	9.451737318048988
peak.27	5.992489782694142e-06	3.64994671481572e-06	2.4798245309134586e-14	3.455513316874955e-07	2.987217134019006e-14	5.126238695848815e-10	4.212041695490727	3.3024582629061916e-07	5.822472305242575e-12	0.2415059004725029	6.669064136912057
peak.28	0.9983523195375806	0.9958645705415763	9.800035822113968e-06	0.9996152535448184	7.635670731568616e-09	0.01892702773928969	6.45253479616329	0.00046813752210658543	1.7487834606561275e-13	0.28637768404576763	12.226718532408611
peak.29	1.9665253591931234e-06	1.7070611880168241e-06	0.9997555225662691	4.562843707032111e-07	0.9930736550032728	0.9852732639555422	0.8743898085764754	6.42118687643574e-11	2.9877095871672237e-06	0.27865258836440765	4.693297608145414
peak.30	9.108746893686315e-07	9.832626793016104e-07	5.432650650036371e-21	3.119779500151772e-07	8.13264016670795e-14	0.00026533070839354395	1.3857036083314789	1.8620167140732923e-05	1.6483369697731123e-09	0.046477386344009615	3.56655617487936
peak.31	8.742286958979904e-06	7.814705261422174e-06	1.003980270164265e-10	1.443064237796739e-07	8.142991812228453e-16	1.231382845988135e-10	2.91385384172648	0.001024833786381113	3.5875395430368874e-16	0.7564694063835965	6.4728138871267396
peak.32	9.832626815990567e-07	8.535305953508103e-07	0.946606364309619	0.9998767784989192	0.00024872482838274583	0.919961919187085	1.449291501114159	4.943696345618027e-09	2.2770510385148235e-08	0.7674397353000175	9.06946807923327
peak.33	0.9998853477109717	0.9998656674612266	2.2759418725928173e-17	1.1138245438193833e-05	2.4041021409719873e-20	2.488425382947265e-08	2.969718095634388	0.0001854146825075643	7.376806393748448e-13	1.534829260883977e-05	4.5948338965897095
peak.34	0.9998725424569158	0.9998819258515236	1.8190267653289295e-11	3.576855896376272e-06	2.5732464670414872e-15	1.026464013079368e-06	3.7906634327680653	0.7890404171747695	3.4907944236610104e-11	1.4824104995333562	7.091845058185783
peak.35	0.9998775886866932	0.99985870628656	1.8939825403152753e-21	2.2283859955588654e-16	1.5165126467339345e-25	1.3992110311602293e-12	1.8636539121418279	1.9900378760173374e-07	2.1344356367044287e-15	0.04661457357238828	2.3357964443724106
peak.36	0.9998684025403368	0.9998777996775077	2.723062655918486e-13	8.212451103476196e-07	2.2095077385285877e-13	9.624860602524396e-05	3.6427191933990826	5.451757773028178e-06	7.164907327702685e-11	0.0017215833278554176	6.126217375428836
peak.37	3.456073782109618e-06	3.0783959203473018e-06	2.3455816311541317e-10	2.21654404135109e-06	8.739786565128546e-08	0.09388128963660713	3.9346253502464954	0.6422093263533865	8.728417589524623e-14	0.14193575629592645	8.26512000892395
peak.38	0.9998764536097897	0.999885403391952	1.2726411413605463e-06	3.4555133210736183e-07	1.5055072577525415e-11	0.0010928856981916933	3.0710853010373396	0.8808570517264721	1.8628391994147016e-12	0.021040959045749544	4.856724918447213
peak.39	2.367194339814156e-06	2.2780437074205267e-06	3.680430951715277e-15	3.119779515495426e-07	4.268528815390299e-14	0.021177985185866294	4.77910642225382	0.00014964931724782753	1.1084953342834095e-10	0.03456817522584686	10.199451625921155
peak.40	5.78673734189867e-07	3.8807205354596656e-07	9.335182090953192e-15	3.119779517950739e-07	8.215959755446685e-16	1.4821667635006733e-10	0.4005127496197216	4.267135917162466e-07	3.2803028385023697e-12	0.9953285333144402	4.675255457155998
peak.41	9.832626839568588e-07	8.535305971544166e-07	0.210726553749843	1.9994389793223342	4.3252188145097767e-05	0.0012588646079939726	1.9959445024874363	2.1043942696568626e-10	1.0408168785285388e-13	6.357982460365475e-05	9.15672994450912
peak.42	0.9998674326713721	0.9998769181267242	4.312762828939912e-13	1.6407919606870512e-06	1.1922672318986492e-10	0.4820567095797812	2.8896148429724136	9.018809788164715e-05	1.2545978606783008e-11	0.7543888727240856	8.898285878738939
peak.43	2.7985089569214586e-06	1.916636883082129e-06	5.2008741038325546e-11	4.3934435600189005e-06	2.423567124345319e-16	7.773420006584549e-07	4.031531924597576	1.042405382620342e-06	5.8058314639975604e-11	0.2811781451957057	11.3380369839231
peak.44	1.9982160625704495	1.9957388458677103	3.4986341541692414e-15	2.380097411080202e-15	1.961008514262761e-16	2.132983939053253e-06	3.092448626396731	0.35773612608166233	0.0009985315821468565	0.080411073742117	5.574333723863305
peak.45	0.9998697864719948	0.999879224190619	1.9429733094328696e-14	1.3288140121329699e-06	1.4592528143014677e-13	2.5573516631661578e-06	4.4549434590772234	0.5633243806894698	1.4416950756932498e-12	0.09020020865603665	8.625595405979205
peak.46	8.234164997616044e-07	4.435336247614167e-07	7.301160865805709e-16	1.9995889075930289	2.209554592736012e-19	5.8375648930456435e-06	2.7372277649720935	6.957450816268682e-09	1.2441207542752006e-13	0.015107311756093974	6.592021640845156
peak.47	8.2010319857994e-06	7.326135973313104e-06	2.4575861277523846e-14	4.19180877818853e-06	1.1877387637177062e-11	0.9471365063400058	2.711240461073265	0.0003936820086000121	3.2432895018304667e-13	0.01730795755277582	8.891887505093356
peak.48	1.9996374990892773	1.9995208482271511	1.9657346945088477e-07	4.898577524898412e-07	4.3598117645947115e-15	2.810709733492232e-10	3.944179093259555	0.8827329506929557	4.224455346761982e-14	0.019296667648396413	5.71889255615077
peak.49	1.999521785337395	1.9993256730690887	1.8943383394765705e-07	1.7450639886625113e-06	3.461891849519796e-12	8.891185702511163e-05	3.657889135210546	0.5966700827008493	6.21853488559925e-07	0.7062750989867813	5.598785388301099
peak.50	2.3503272038550948e-15	1.873890239137931e-15	3.2427734643608434e-10	8.877300345232019e-07	4.889043495652958e-14	2.850562898331566e-07	0.854927481633225	8.5685966172153e-13	6.339128603992503e-12	0.00039568179384545817	2.3406793928546534
peak.51	7.338455870653594e-08	2.920455741486603e-08	1.9713485537724172e-13	1.3293958858907157e-15	1.2175680251445287e-12	0.23866774190714365	3.618164046517463	1.275945329079157e-05	2.6337954868704753e-12	0.8426863677461156	7.858056180667313
peak.52	0.9997799814301774	0.9996129807799798	5.549382195595683e-10	5.549289763629162e-07	1.8987305113070094e-18	4.5910911261856477e-10	4.701352793717909	0.12388145118446602	1.598110664252283e-14	0.017511229116606946	5.430622929654601
peak.53	1.0155094774922119e-15	9.31545467743454e-16	4.477632855207494e-20	6.023638516589791e-16	1.0939757452426035e-21	2.2597080711692024e-14	1.062161679531565	6.60382378631637e-11	4.9614507174716e-19	0.018815986736441814	4.803834343367194
peak.54	0.9998771508689754	0.9998581642743152	2.6665746711228056e-22	0.9996125283954569	1.7541912086152106e-23	1.6491878244749576e-10	2.9913635459181678	5.276359884385593e-05	6.918406421743057e-18	0.24336151059538036	5.773270227085183
peak.55	0.9998766788085693	0.9998578819605209	6.502084986443361e-22	8.026475504932568e-16	6.975503761488158e-20	1.120411276099487e-13	2.0204236068819803	0.011665595988209897	0.8999982926028843	6.237929109668996e-05	4.788176499448145
peak.56	9.108746908031519e-07	9.832626805758705e-07	3.178356353377829e-26	6.235100569988106e-16	1.4954362015778454e-26	1.6218051733014394e-14	1.4924505450253038	5.846042385445061e-08	3.8965600360319357e-07	0.0017422796983146344	4.4708909915155965
peak.57	9.83262680133608e-07	8.535305943248854e-07	2.2872722392706983e-20	3.455513309587655e-07	3.4382312022575595e-22	4.568937206540932e-15	1.2703880177079938	9.118926902621276e-09	1.4957350149295299e-09	0.000535988770287463	4.087851016183368
peak.58	0.9998698101371052	0.9998793757656144	2.2157328695131229e-10	6.132421321342595e-16	2.391913210996847e-08	0.03834224970658807	3.7781992787277314	0.0008215252975510159	8.214893325960157e-16	0.001815297864145145	5.757730927075131
peak.59	1.0576437993872414e-06	1.041671787788427e-06	2.2120337001003887e-17	0.9996514933807757	6.219432031252493e-17	6.626272093687339e-07	2.9033249755023194	0.00010593186576540999	6.675635108273319e-12	0.16141118027187187	6.747419719752632
peak.60	1.528707638127356e-06	1.1650489402726806e-06	4.831736042131047e-14	9.832626820967065e-07	8.046556093028117e-19	4.390106557791527e-06	1.0421195374835672	1.219573310437241e-10	1.3448171386051621e-15	0.0014451504375604474	3.4094083027131634
peak.61	6.411558923256342e-06	4.093796628101175e-06	4.676270884800261e-06	8.877300332522501e-07	0.04054423603773849	0.004905888343230994	1.8395213149268084	0.000710349294832133	1.0223631216571013e-10	0.01883443815354422	5.210646763129738
peak.62	2.6452557943241924e-06	2.2575339067036383e-06	1.8274166017334363e-06	0.9996499450095082	9.893560982887932e-10	1.0041815496849467	4.0392065883855865	0.3142792632497148	3.5723816723630144e-08	0.24107507841398765	10.390066779545368
peak.63	1.9997363211940777	1.9997548923426198	0.0001304474136837259	6.1024186972126906e-06	4.233192952874796e-08	0.4913185838916523	4.424751643858571	0.7905749350788073	3.71668450198933e-08	0.07150937705964598	11.579492861130515
peak.64	1.3282738662792485e-15	1.17920779741066e-15	1.093910896872637e-27	1.443064205217141e-07	2.0152510977039302e-23	1.1449882707481917e-12	0.1830234044611329	3.8262334872382617e-10	3.775245240911382e-19	0.27771420684380205	2.238587190079223
peak.65	0.9998784995613841	0.9998596895492406	6.0659555713591656e-05	2.398664110751046e-06	7.427939276162748e-06	0.0007248621659609344	3.854036552425339	0.009633755613300952	1.573840516476752e-15	1.5381532320750233	7.996666315499686
peak.66	0.9990837784988805	0.9984859370204122	1.1011178612537719e-16	1.298352585847744e-06	1.3005644536387618e-19	5.577357140469825e-14	3.5136183566862007	0.0003449260120780013	4.369630873180493e-16	0.00036146826965318795	7.064894959760306
peak.67	0.9998682567677951	0.9998779002050416	1.9583481542301057e-17	9.070509326507825e-16	1.3133375295751723e-16	4.07292481393007e-10	2.711655165715016	0.0015012651800756609	3.827343997828336e-14	8.051083784829892e-05	6.558807694039648
peak.68	1.9974337448258406	1.9943488925678592	5.58448793842723e-10	6.239558998352769e-07	1.60793113367569e-17	0.0011524755596591068	3.6922295892755854	0.006758508140331056	2.3397181439839954e-16	0.024282071126750862	5.312268347357984
peak.69	0.9997785642697459	0.9996114797131628	0.0028501789458951475	3.1197795113020156e-07	0.001978716665977511	0.9996635962933427	2.984381756402791	0.9980366846773946	1.5550170553806352e-07	0.8995211234464986	4.403179958357635
peak.70	1.9997532108480294	1.999715705511934	2.134807030659406e-12	3.45551331688345e-07	2.7317113907478802e-08	2.3094232847183153e-10	2.006214774383924	1.5213180611855839e-05	2.8125064235362804e-18	6.172689752280377e-07	2.9797625215630776
peak.71	0.9997599094060181	0.9996619830039505	0.01604341881829862	2.0874380118787756e-06	0.0004209800401730992	0.7284250111061514	1.0866294492385475	0.0011395256099089026	3.1771752813076303e-09	1.0582522395478042	2.2611529593744883
peak.72	1.1155515952500602e-06	9.335483300618595e-07	2.8324040620299367e-16	4.5628437022601584e-07	4.938344928664753e-17	6.230575127712078e-08	1.7907495851836914	0.00014925661744158268	1.987750654184475e-14	1.8284365649576908	4.669451783986563
peak.73	2.9373009721094294e-06	2.90007368708854e-06	1.4421549062985383e-15	5.626724919377637e-06	4.3583474707901084e-14	2.456929752368501e-10	3.9909705478520596	5.492366132404891e-07	9.00044124100008e-16	1.6765379216675003e-06	8.59603841846555
peak.74	3.310301238133357e-06	3.1789234527724954e-06	4.716938873439877e-17	1.7394365650923296e-06	1.926831884670611e-17	0.00010310169912688869	4.504954576966741	0.0016494434689992084	1.1743747265667129e-10	2.1396998435644274e-05	8.125756509724564
peak.75	8.889056067741217e-06	7.8731143687876e-06	3.0141055831976386e-14	3.83751806929311e-06	1.7709387409044749e-13	2.9274774914132472e-08	2.9084243011061144	0.0011104354584759084	1.6724332781634366e-10	0.3469822385444089	5.070826633341537
peak.76	1.9981090981437681	1.9955241942430928	2.1874210249231753e-10	4.5628437198881465e-07	3.431681634524665e-12	0.00014281814256781605	2.237408858114197	4.071933654150134e-06	1.0589806865980817e-11	1.2913460996980604	4.7640094001110835
peak.77	0.9983501729969922	0.9958632237063739	8.29789464960959e-17	5.596263492839626e-06	3.2184816102839606e-15	0.004083290413036875	2.966062075138065	4.0408836238895773e-05	4.510929278332214e-12	0.8945354846778649	5.897988460665139
peak.78	0.999878646772865	0.9998867987606694	3.69975782756455e-07	4.225772028159045e-06	3.493110348088814e-10	0.7790046708498045	5.574797206305677	0.6364621413755559	4.6673822842994136e-07	0.9607167098111811	10.29054788739977
peak.79	1.9997561616326298	1.999718425040353	0.01870016176946204	3.455513314918349e-07	0.0011968179673352642	5.272849784936701e-06	6.641083164750423	0.20752343897077416	8.653071850388002e-15	0.06395843797850012	8.804755769759346
peak.80	1.9996278264023193	1.999539680912931	9.044551869587076e-09	2.8485643837497303e-15	5.183230621192222e-13	1.8589378707982604e-05	4.382462750124293	1.089656543024134	2.3427388369924883e-09	0.0650260556211371	8.126553486672847
peak.81	0.9998816978326707	0.9998618657069249	0.0026893376162516933	0.9996116558658202	0.01846953884092103	0.6042512820852249	5.018031525884661	0.20468032289128918	2.216144380893008e-12	0.2421983425046911	12.048382240054046
peak.82	1.9996541864310837	1.9994684789385377	1.4608136185935893e-09	1.9995830506673635	7.01113084092081e-16	1.7911718323565608e-06	4.455238336966565	0.0010849541867480725	3.0209399908004937e-12	0.0242540605514438	7.443337819395066
peak.83	6.188295131471543e-07	3.407229001800526e-07	1.5871468579623758e-26	1.870992710742002e-06	1.0855401359321296e-20	1.411934659377343e-15	0.866206790774368	8.683391170186117e-11	1.8458134087225186e-17	0.024501383674537792	1.4542858068230287
peak.84	1.99964438145521	1.999487231606582	2.929686289067815e-12	0.9996120873114782	2.471002565310329e-15	1.882779979621378e-09	2.0114823321240793	0.00022243435093436754	4.170327872770389e-11	0.0073406405185547745	3.4301723535938096
peak.85	0.9998790782351145	0.999860077621291	3.452922567787677e-06	2.1621475548248656e-06	6.879421724854414e-11	1.4838947778419355e-05	3.6007996056069436	0.09859748818811702	2.7485553671570037e-10	0.0013156856334423097	8.001694849750606
peak.86	5.379537300869253e-06	4.602078074945459e-06	0.9952235407413469	2.560681673824135e-06	0.05274864243857784	0.004018571459036668	5.976685795701705	0.0011301628707735755	1.421250881484e-10	1.4835669097533455	9.6176118395639
peak.87	1.3228891322903157e-07	8.001773403949614e-08	8.802188309100157e-25	4.414876435116347e-06	1.1559983667709612e-28	1.3114169501402315e-15	1.7618875298579952	1.634770275919068e-05	2.285067845897098e-13	0.0009692629914497974	3.628315722228993
peak.88	0.9997800339831069	0.9996127464739972	8.652320342502646e-14	5.379818191463056e-06	6.445523862910396e-13	4.4734090832852655e-05	3.7626808473124718	4.1435380467782365e-06	8.490159707082404e-05	0.015130545326931602	7.745736981169688
peak.89	1.998960178249426	1.99834368055409	4.138056018909198e-07	6.575292811560565e-07	6.064392308395774e-14	0.004977748190762601	2.4266422590940615	0.0018179039544965548	1.0454260060494096e-09	0.8072040195765271	4.978827855158844
peak.90	1.9996376303816237	1.9995207693082437	0.016043418818299116	3.1197795102024075e-07	9.629547685506822e-05	0.728419313717073	2.431589672012233	1.7518701898905449	2.9411407548425655e-12	0.5736882938673666	4.060928327739955
peak.91	1.9974328938520738	1.9943481190549988	1.4999457722784537e-16	6.911026625730193e-07	2.7863609765976805e-09	1.6974046639732395e-08	3.26857176468374	0.00038794423271870676	7.859149916415519e-17	0.0009221700121603949	5.973396836408311
peak.92	1.0882897102611512e-05	9.444379959372372e-06	3.901293669867534e-11	1.443064214180252e-07	2.992695142358327e-14	1.0586903235640052e-06	6.031548405301275	0.012852067469563891	5.908285749114541e-11	0.00015090415714520428	9.89117844319173
peak.93	1.9997548863247738	1.9997169289699797	0.00021769972529791438	2.1108317792884994e-06	1.0285297273069957e-08	0.31456236066815146	3.835533061234764	1.1894577849814107	1.822345050169948e-17	0.11939101052262477	7.738277892550705
peak.94	9.287731916066345e-06	8.126223606525355e-06	9.038593006124114e-05	5.4102796179594255e-06	2.4121749267077765e-08	1.8459130183114445e-09	2.7137674504480582	6.481127724505941e-08	1.4422365381738585e-11	0.10931581076487296	5.5984810448698585
peak.95	5.395067470916304e-06	3.1637123291137e-06	1.014176035760871e-07	5.549289805595379e-07	8.5207288560429e-14	4.160322823550996e-11	1.100904882364871	4.072477949826878e-05	5.755444227041618e-07	0.011546811846707632	2.647417823678318
peak.96	1.9997624584241627	1.9997238790846907	8.587202491167537e-16	3.1197795078296755e-07	2.384455149345628e-17	8.055324239401947e-09	3.4748606940275826	0.008750172821022705	6.845471111664658e-15	0.7674394172861396	4.5968605987955895
peak.97	1.9996554374838205	1.999469132364145	3.754566804396199e-05	7.529877312617786e-06	7.415797492169366e-11	1.2404259361300412	5.075335067804611	0.18420933763559244	2.8475515599012727e-07	0.0033206418268847855	9.407438016005395
peak.98	1.416163867755357e-06	1.3421301780821067e-06	2.3326819061457148e-14	1.443064213712962e-07	1.9984232136109147e-11	0.000257088804274807	1.7048509305129436	2.6340248361306337e-08	6.595859624971262e-14	7.82462258822033e-06	6.8099413100432695
peak.99	0.999877110713193	0.9998582116234652	6.140768508353116e-08	4.524000790448633e-16	1.3427661181709697e-16	0.0001897442334833786	1.3694735435276808	0.9986395306032373	2.822777595461542e-17	0.4903275317536513	3.613730155711281
peak.100	0.9998693858030221	0.9998786532081061	1.1411529996646244e-09	5.6481577996289265e-06	6.866943003367056e-10	0.15061540262177284	5.664631805761202	7.65573309962909e-05	1.1260116732184725e-13	0.479859577316795	11.36718728675449
peak.101	1.322889134244837e-07	8.00177342495581e-08	6.537600033986772e-26	2.507722341935778e-16	3.81534787085863e-20	2.023605353892865e-08	0.5909361246235463	2.8481621793857977e-09	8.188509671638252e-10	1.023970876284183	2.0294898185770602
peak.102	0.9998677847073931	0.9998776178912506	5.907510755165491e-11	3.9994850077905038	3.754071283110014e-12	0.0016240555641024476	3.6646139880183792	0.0029020814067515686	3.7303277056067706e-11	0.9543474151289287	11.25831269139847
peak.103	1.9982169000605827	1.9957397999258344	3.442812106633612e-11	9.832626827230728e-07	5.374218100184618e-10	1.6131056799043252e-10	2.50892418756115	0.3549104688124367	7.101976718415916e-14	0.48221455934386526	5.765289214846408
peak.104	2.664004373346262e-06	2.3556962397448488e-06	5.369438945676589e-14	1.7450639937751158e-06	1.748984950087958e-14	0.00017081306212429108	3.90554315315186	0.00210595880536239	9.00842875528892e-05	0.007695222482321595	7.3857821649767725
peak.105	1.8941373685676165e-06	1.8367932730666475e-06	3.3983996458491207e-10	1.4430642170284217e-07	4.923273166023457e-12	9.134033070907321e-07	1.6512722101132116	2.3050128761328766e-07	2.7526760841184193e-17	0.6463025339401255	4.514677035866175
peak.106	0.9983527181960854	0.9958653188396156	2.2328271202021615e-15	3.7419854205941055e-06	2.941461585192306e-16	7.647785506074883e-12	7.982361152672247	0.03412029442257941	1.464137614194213e-12	0.5998182269075172	12.601941627209596
peak.107	0.9998795562086166	0.9998605722843867	2.1090944564098553e-12	7.523337563636702e-16	4.2175931389173856e-18	6.015221897153931e-11	2.3025441249770378	0.00013924372195892542	5.365698070336804e-18	0.4903542015428495	7.306840851963328
peak.108	5.454449598619311e-07	3.1151834736700896e-07	5.099049927907855e-22	3.1197795007832894e-07	1.8644008753694588e-22	2.5261827436852814e-12	0.5848270051865603	3.18789109822755e-09	3.0922930169570275e-17	0.0008342727312952986	2.7175542104327945
peak.109	0.9998704033083801	0.9998792470402416	5.468127609768052e-10	3.4555133283270076e-07	4.4862956074035357e-10	6.677016139522408e-09	4.110922442485117	1.219854186650745e-07	6.495267288767688e-16	0.06085720958730772	8.301118402383208
peak.110	0.9998673791218787	0.9998769934960674	2.673000322424426e-07	0.9996524070465772	1.1236065427587252e-08	0.00498128349164938	3.061183783910458	0.13639764068528146	2.649449261063586e-05	0.2938494808560317	6.572719905544943
peak.111	0.9998864043582035	0.9998665501963727	1.3657218799692266e-16	2.0944822722045468e-15	6.86291979358685e-19	4.359524546413118e-07	3.6999519715079847	0.005829013967393401	1.484676110225011e-11	0.0025382855126258002	5.246804655221036
peak.112	0.9998678570953777	0.9998774881591609	6.28998472343274e-19	4.905400890720903e-16	5.524169531435393e-16	1.1874654037747438e-06	2.838060065998138	5.923389239178162e-06	1.779310173561816e-14	0.8948053387792386	5.809170465560104
peak.113	1.9997453000095264	1.9997362949732524	5.7883023173573426e-11	4.562843712246683e-07	1.4998290419283914e-16	0.003626262086850537	3.021773691426113	0.889337886874369	1.919701628164874e-06	2.0435522749498922	4.962671470874619
peak.114	1.9981096435887338	1.9955245057614446	6.83561737543479e-12	8.837784903087228e-06	1.440249024839528e-10	5.687323319060617e-06	5.860462334592796	0.7063158430473092	2.253572627140747e-15	1.4125268138184293	10.170861152604267
peak.115	1.9997532842325825	1.9997157347164864	0.005273419826122131	9.359338495712668e-07	6.500903897883787e-08	0.9910640282557012	2.4021743206531605	1.3207935169912515	8.103396812821305e-07	0.009418457099159595	5.88275098026562
peak.116	3.0584118401609066e-06	2.489034519499674e-06	6.705060005781146e-16	1.4430642084606488e-07	1.2738386999472689e-18	0.0007975509239678821	3.240376565621952	0.002140555765658787	2.697943936427179e-18	0.00041747467789728744	8.578545949074053
peak.117	2.439582327199154e-06	2.148311619478695e-06	2.5582325300823718e-24	3.7856781319200605e-17	8.680376415814561e-23	7.631230290293274e-13	0.2738499079993364	1.2849949394697768e-11	3.287132060577178e-15	1.5324140003486137e-07	1.3859692554719127
