annots	wt1	wt2	wt3	wt4	ehet1	ehet2	ehet3	ehom1	ehom2	ehom3	ehom4	khet1	khet2	khet3	khet4	khom1	khom2	khom3	khom4	rhom1	rhom2	rhom3
chr1-127015348-127015481_peak.313_KGain_WT	0.37694976195552543	0.3702192547669151	0.35694377390335685	0.42987055062526824	0.31833238868913016	0.347395699443156	0.37366168706623726	0.24122142528287238	0.35018806295657695	0.33313881647259264	0.27403557050477245	0.471806051150671	0.4706508350326326	0.4817863698185683	0.4280765317857594	0.6168184670512116	0.46126560863462	0.3863337645572582	0.48477994631012733	0.36104197088284756	0.39313823278854915	0.3449923449005188
chr1-127015348-127015481_peak.313_KGain_mutD	0.32103948099371715	0.33913156541196393	0.29415413144440344	0.26528195500010276	0.32252462131562987	0.35028721929148565	0.3399492377950975	0.29496917471483175	0.37852268184180693	0.3955577336889103	0.3879609978964754	0.34115414254853577	0.3985883151691677	0.30770748023994776	0.3714064358941355	0.391053740013274	0.5597276099419826	0.5878935031805668	0.3862014222895536	0.3370733745836189	0.3785489958837144	0.25342333821005175
chr1-127015348-127015481_peak.313_KGain_mutDM	0.292827268638349	0.2566831799206688	0.2995497903344925	0.34255688253752886	0.2882385168538869	0.34359167909010707	0.2928948284300728	0.2776594418570616	0.34863286050931	0.3845179650475358	0.3419695085299775	0.35251414326537783	0.32244720207687827	0.32816520072002703	0.32430908422817195	0.3994095866845161	0.29952752770981494	0.39326390649920967	0.3734938812220016	0.2370853079427929	0.3800699047517918	0.3303438602303638
chr1-127015348-127015481_peak.313_KGain_mutM	0.46604168577392546	0.5802966218348913	0.474903714501058	0.41535717605198297	0.3840803381502875	0.5038065330210362	0.5278756627920634	0.637278383893628	0.5229937119144926	0.49730334825471323	0.4999144832676585	0.4872393941285266	0.5319781486030217	0.4364802887842709	0.45416450946665693	0.6090982114964544	0.6835321227992341	0.5464850917684134	0.46551589954891787	0.4947754904954395	0.542557849410342	0.4427229031075807
chr1-127854346-127854479_peak.314_EGain_WT	1.1319642314575291	1.3582616571909039	1.6715831033329565	1.6854748832773858	1.4230217593303187	1.490198108029431	1.2413006810278182	1.85548509999928	1.7824523947628859	1.9657880939249792	1.594787354624698	0.7989643657409192	0.8126063249237124	0.830261790603801	0.7591732579287134	1.5732310555164661	2.2533123366873786	2.1423252386431635	1.3054661144267665	2.273749078388974	1.3788313586471102	1.7794286189954107
chr1-127854346-127854479_peak.314_EGain_mutM	0.49304686138062	0.5199012578450605	0.7763887259016458	0.6432656896727337	0.610192571107999	0.7377636350925043	0.8237214586288687	0.9621729553781768	0.8095819345970874	0.814531580350226	0.7099232700636255	0.5300108227600788	0.4769136069382473	0.43370397229267243	0.6399277311426769	0.4783350999179818	0.54585975007336	0.5484195420007516	0.647868361236584	0.5281201144640834	0.5351407654269889	0.8627171484292985
chr1-128244073-128244206_peak.317.shuff_NotDB_scrambled	0.16494355497247665	0.15462393173695074	0.20927019583170617	0.17925281168580187	0.16308331177692975	0.135288110534122	0.18573211989962302	0.13282052841435663	0.13891309815851402	0.18873952620178713	0.14191379363065695	0.2153705825495262	0.14821869933178802	0.20682571018172052	0.14196223000700928	0.12040619345685367	0.16034521664730586	0.14122484979735028	0.09649682123321947	0.1450967128231233	0.13959797511505465	0.15766281791035242
chr1-128244073-128244206_peak.317_NotDB_WT	0.12565371015793855	0.11525299767119525	0.12817092461705767	0.10105057540037303	0.10939926898666236	0.10491379760215801	0.08604677268057405	0.10816219163859135	0.12060070740462964	0.11312769989897298	0.1138824703876022	0.144629894889059	0.13215708866663387	0.1338588292565461	0.101823328119976	0.08169815235165374	0.15448986745680998	0.07476743513041577	0.08748660411669333	0.06706187206599284	0.04635423704936588	0.1258481188498565
chr1-129538625-129538758_peak.321_KGain_WT																						
chr1-129538625-129538758_peak.321_KGain_mutM																						
chr1-132820242-132820375_peak.343_KGain_WT	0.3119369481242831	0.36725216894668633	0.30065031080483434	0.26898897273637434	0.29223913883643843	0.29704302572379043	0.2775936181815808	0.3294567450136127	0.25661361765758905	0.28816304489174127	0.21011850302721774	0.6010751945466871	0.5703848656177414	0.632021394963977	0.4857566831368124	0.7710063538700571	0.8661466815268734	0.6007475050396769	1.008041686838414	0.337488318406704	0.32804648240939954	0.2635028090202103
chr1-132820242-132820375_peak.343_KGain_mutD	0.3586742470422099	0.26786738346498895	0.25001212750302515	0.3310591480964927	0.3383948283884671	0.27234208194194987	0.20185811754853678	0.2389304380148579	0.2575931823318998	0.21172942756860386	0.23913243500545334	0.3018686472493005	0.25349703866473644	0.322543225552715	0.41366939796125485	0.2418328405113855	0.18490561352437737	0.20171127369551808	0.3198305750545278	0.20006860621034445	0.25727749918692544	0.18272427393016138
chr1-134067022-134067155_peak.355_EGain_WT	0.21936407966041466	0.19616255401582963	0.2281477657756234	0.18590206705627052	0.22096290130202015	0.2594479194102779	0.2859504545172834	0.1908219469620465	0.26798650150255265	0.29501212588197573	0.1984472041103144	0.30303966388587705	0.25560411989321263	0.23133255163381566	0.2775569550993731	0.33478977508707997	0.26411098271649874	0.3622245148972559	0.2886246263943804	0.18060568164976262	0.28216066643637455	0.3316275917187465
chr1-134067022-134067155_peak.355_EGain_mutM	0.23319716587860917	0.17962162976246998	0.17210023042664757	0.2136336941119303	0.20037222335126195	0.20200755239737805	0.24572865383008466	0.13794756851261247	0.163249117492173	0.19760639470089103	0.21274908076344048	0.2567269759486054	0.30995255929316085	0.34649903677745336	0.23856331931725536	0.21565415605738855	0.2221403381993742	0.1323154982050435	0.224229149390174	0.1508766251283113	0.22286268975045412	0.2276858508250577
chr1-134179208-134179341_peak.358_KGain_WT																						
chr1-134179208-134179341_peak.358_KGain_mutD	0.40094183202273304	0.2253387676523247	0.0	0.7722251511347646	0.8309200912791485	0.3753684116081781	1.0311258163048158	1.447266146486826	0.6186509348024285	1.309777477698657	0.6780403358343443	0.8968403749632559	0.6083658869871468	0.9977453702857648	0.0	0.5930571133249279	0.781778164483225	0.0	2.164604468592906	1.241173654470982	0.0	0.0
chr1-134179208-134179341_peak.358_KGain_mutDM																						
chr1-134179208-134179341_peak.358_KGain_mutM																						
chr1-134439696-134439829_peak.362_ELost_WT																						
chr1-134439696-134439829_peak.362_ELost_mutD	0.18914570108375553	0.2263055978629355	0.356988624700035	0.21829970675826804	0.353221251384328	0.27805539831084447	0.2684759069288214	0.26827967390036483	0.3263421755192543	0.21586004687863777	0.36635880108214874	0.3158876665922921	0.3458482841898776	0.21174026046775615	0.4160461216664651	0.3697562348061329	0.4480316764785631	0.2337792370605948	0.2155506637070447	0.2915787107377301	0.14577090614451338	0.13404804488353075
chr1-134439696-134439829_peak.362_ELost_mutDM	0.32107342601143524	0.01849621103958668	0.3067466653206095	0.23452682466853933	0.22084915160250243	0.4405305130142208	0.09765768484135802	0.2103241687196504	0.7878590929544291	0.27786912944983067	0.1991854903948549	0.6910727371389498	0.8168596846061799	0.060946406097493216	0.2169150997867915	0.9024967981372573	0.507020300591518	0.37519278499946795	0.503644606648141	0.0	0.9047209019474654	0.006722937085318118
chr1-134439696-134439829_peak.362_ELost_mutM	0.27889222865534063	0.182868013368953	0.22893229695488357	0.08057313164499233	0.09633033089539744	0.43332077349835874	0.26206978962930333	0.3383198439879376	0.1630034471964974	0.658774927482408	0.3164952208534431	0.0381940197740141	0.32843424762525797	0.7854850237257431	0.1709973995584845	0.07202838833797658	0.27525639415661535	0.0	1.0610916753736592	0.0	0.06389127621806512	0.7976185908553848
chr1-134799958-134800091_peak.368_NotDB_WT	0.20024642236286316	0.28327997694255824	0.24785180068408133	0.25995895602731856	0.22909168833804594	0.22823645325879602	0.24015190349855273	0.3323945591057702	0.25268569362816456	0.23788595450257208	0.24618997228274456	0.24597018186593064	0.23995290145151113	0.2641702172774825	0.2513668871103859	0.3225214131631626	0.33733956488043565	0.1891463232451262	0.3739105773792304	0.16898602033146642	0.18350400783722323	0.16804420942657594
chr1-134799958-134800091_peak.368_NotDB_mutM	0.25810778105073817	0.2211624674982519	0.30811005254535984	0.21425622327586252	0.23599305164212067	0.2021138310410359	0.23473969428476144	0.26545990315740686	0.19616752981887625	0.12444275715213611	0.1961396825983589	0.20202197088210713	0.20894749709372834	0.1940989497942666	0.17701137435124967	0.16204027680408412	0.12183356430042737	0.21630117074012264	0.24860743415439873	0.20556009862462138	0.18861993218810194	0.15613696450052209
chr1-135595360-135595493_peak.378_ELost_WT	0.34169518247731606	0.3018078890718676	0.4632480472918544	0.5142329639398339	0.21453384836118142	0.24606973399725177	0.24318595532071943	0.168966994595227	0.1972404160143389	0.14740709780554723	0.19963220074226726	0.2803847457744078	0.28562271354429614	0.29521535563292534	0.26842677109169105	0.35485047331469893	0.3235350135931736	0.21996452529854685	0.19582647384963503	0.29571952517246475	0.3671432953158077	0.19825311943327673
chr1-135595360-135595493_peak.378_ELost_mutM	0.2431627068326638	0.22918901682396578	0.1692769305227229	0.15537386438089565	0.1802516989932025	0.14765459998056035	0.154319331503654	0.17158199138878008	0.15230131826140247	0.1422837363864502	0.20998669731812575	0.24110526925982143	0.23129738711530598	0.14798534280750733	0.2837628131704492	0.08362381618786888	0.20958138284121272	0.18514656506756821	0.1999362142634859	0.11506813749531586	0.25803367990510695	0.2366996692300913
chr1-136017794-136017927_peak.382_KLost_WT	0.423241507314959	0.3524674513777598	0.29214227137364407	0.30713217792933906	0.3468264147323029	0.3781169413132778	1.0020405832110535	0.34804994826128166	0.3667422178955548	0.4239408083190407	0.41685698546471583	0.32820205398957625	0.36601787762398996	0.40747899590872844	0.3464868950497731	0.38237823397175125	0.3804364858875413	0.40217331531761463	0.46077563367765384	0.36284490981976936	0.354109909348292	0.24776924796518693
chr1-136237971-136238104_peak.388_ELost_WT	0.3403684807886223	0.31473288904034874	0.20584199197719527	0.34161123249516717	0.11553552242757804	0.19495829100607295	0.1586479434334632	0.12747116604777872	0.11276505110151536	0.09061090112788156	0.12191674473350154	0.16674362263002868	0.1357486687042476	0.22313234137818927	0.18752808977041713	0.2693752016741994	0.24462104073234137	0.43616041855030263	0.16323911834668567	0.31282277387659174	0.2753541014069042	0.2726419054592518
chr1-136237971-136238104_peak.388_ELost_mutD	0.4715481820599536	0.4512470520496984	0.5000867242236231	0.4064437138291539	0.25453447314958744	0.18724909536727316	0.23087329739639811	0.13874985173185037	0.186377985908238	0.14248104005116227	0.31589113718376816	0.18877395532139285	0.10958148521309637	0.10650035345227968	0.2107441174760765	0.17416323699935457	0.3520010079423998	0.2115511975952996	0.14543573849317143	0.46398792643579484	0.22951213495338374	0.5415849131233553
chr1-136237971-136238104_peak.388_ELost_mutDM	0.12775362468164608	0.13757729398946988	0.1461937915577322	0.14229329243170466	0.1353398447881112	0.11526345239452873	0.052510188020495174	0.07068159601740588	0.10838945571235817	0.13829247879856874	0.1693145964278873	0.16802210166822135	0.21720676318762167	0.2703579836092879	0.1498617365571408	0.139182548091284	0.12055048416980778	0.023416229015318767	0.06845422030518294	0.08361052523736011	0.170713248870165	0.12290657405096811
chr1-136237971-136238104_peak.388_ELost_mutM	0.16243002037678808	0.13260402046644826	0.03985160706673638	0.08152522075853802	0.10767961199873669	0.13602915890628717	0.16654318686718075	0.033396837715369325	0.0945596205697752	0.15411229540000504	0.11762883098634865	0.2155551066522369	0.12866561999668874	0.16621147822839247	0.1935638688551884	0.08613032863125492	0.12408366231047688	0.10388548316446061	0.13715273648332207	0.045363461460521504	0.07374460525851043	0.009127279016496855
chr1-136279433-136279566_peak.389_KLost_WT	0.13775783116292212	0.1632131506429408	0.07809422868489482	0.10114714940268946	0.1269914399091654	0.15047087403635817	0.15618054117911004	0.09878535477609521	0.11968571152840825	0.11641023040606242	0.23711741789125312	0.1975023238381318	0.17768955693138808	0.12961936546462643	0.24282623801961953	0.17213109618408495	0.19021274034406324	0.193292498239609	0.22649903344431235	0.15322103544463278	0.2932021142089359	0.2124301404769353
chr1-136279433-136279566_peak.389_KLost_mutM	0.25970747023562163	0.31059031306343354	0.2584296267214754	0.29822669663827306	0.2256600702891663	0.26743420603713014	0.22958293014831052	0.4027864352009886	0.3662380262980473	0.23550132322791892	0.19043878753494725	0.2621737011584453	0.28421588820375904	0.27757811318362985	0.276181339973689	0.2212118124856254	0.30120063653286283	0.23594196017006094	0.28536580045292215	0.2360722150599231	0.29046661108671057	0.17157494038890314
chr1-136563268-136563401_peak.394_KLost_WT	0.20179820688280733	0.19077582459987955	0.12072364312668536	0.15420801454077235	0.12797101448735168	0.21185412915325044	0.16892607259182124	0.10105945252276506	0.15009529200552363	0.17504199182410143	0.20389406128625875	0.2613484985842328	0.2486474531333452	0.19392083101341387	0.1722750088450407	0.3265686653341351	0.32348963728458463	0.4796747497488068	0.32852432886059735	0.44617638544809485	0.3919073423860035	0.3780757712441217
chr1-136563268-136563401_peak.394_KLost_mutM	0.11330190193270491	0.16026330336736597	0.12069288328624968	0.1268912445890077	0.13733206484906701	0.14167955086533826	0.15776336923747675	0.10203932498410588	0.11536111285878636	0.13126133706346654	0.09723372722548188	0.17615403799491178	0.13489175716225318	0.16573815647755427	0.16487548799002916	0.18056918314698422	0.10535160222735866	0.12762333041991103	0.1313173120385074	0.07404355850079211	0.06519745242903831	0.0940728714449508
chr1-136643638-136643771_peak.395_KGain_WT	1.0473150724356934	1.0725267345052834	1.300058653309091	1.197326046681436	1.2652034350924348	1.230394565054329	1.2602570149744214	1.1535409671616257	1.7068737169763686	1.766776354664084	1.2241816278751931	0.8871642891293463	1.074109416346881	1.0842778772145607	0.8904806628791291	1.6003957869812722	2.165812568572499	1.9959097110916224	1.3310456644527662	1.7001732013208986	1.335675546668966	1.1502424823358466
chr1-136643638-136643771_peak.395_KGain_mutD	0.6351757757506862	0.6450626385387568	0.6268087434888624	0.5089914223618986	0.67218574448087	0.7034107554208422	0.7231689610452291	1.1123362997411408	0.9190399610437198	0.8940356554708713	0.7255308375502656	0.45024878152668063	0.49762277625718854	0.480530843532037	0.6508401206072619	0.6180840037424851	0.5055194142875162	0.7266440812529474	0.7438060803313122	0.9996469363189293	0.9375908049108128	1.0675163306248279
chr1-136643638-136643771_peak.395_KGain_mutDM	0.43689382368289637	0.35890358371484377	0.4106075593979591	0.45094778868617214	0.46330455587292324	0.3498617097334563	0.32842112785732774	0.5097007638955161	0.4471801898146691	0.38422304559232606	0.4090241831092079	0.37123546711465605	0.3296545808884689	0.4516027112255507	0.42688329615122333	0.34769441645893295	0.2681595064678473	0.33429966330051925	0.5236709468831532	0.36142946758994177	0.35582284939713343	0.4558687241908074
chr1-136643638-136643771_peak.395_KGain_mutM	0.31034641591928486	0.44121455885066724	0.39502125931784315	0.5710468864695556	0.28272567226680045	0.28225036378760837	0.34081749445126047	0.39098566516382666	0.34152340390569275	0.37811597123222623	0.5938336150561394	0.45184214948913115	0.369410665921734	0.23699504437134297	0.3763322553933579	0.4375175401825951	0.4523058426990103	0.39276528239872305	0.4964730908807521	0.4793868316291413	0.482216839755798	0.5437239367698095
chr1-138662551-138662684_peak.402_KGain_WT																						
chr1-138662551-138662684_peak.402_KGain_mutD	0.0	0.23584019096446954	0.2666757187044236	0.537966794934384	0.295057553460622	0.31972250511114714	0.5292128734883645	0.5773290736721732	0.18394369786522569	0.379610808700546	0.0	0.0	0.1639309869037215	0.27927432382549605	0.0	0.0	0.46213782775089435	0.7928809218463936	0.40805418411720656	0.0	0.0	0.008036470766820552
chr1-138662551-138662684_peak.402_KGain_mutDM	0.23007599424137332	0.23087759150436488	0.14825872209271088	0.021977956524276778	0.14414291569961676	0.2703378299207915	0.23778119406170545	0.07562753734893356	0.17358159079523164	0.0948173800576866	0.0785438213826233	0.194472952214535	0.3362962100291726	0.16788354995944865	0.2518722558907674	0.31864193334494545	0.31058213692934444	0.0030974314117880554	0.20438264560895333	0.21219483884364423	0.07125969162541336	0.052837616147670234
chr1-151357559-151357692_peak.417_KLost_WT	1.1042991650612328	0.9997646629367055	1.1677471396438435	1.1970131338845265	1.1215054291127997	0.9227056571928688	1.029874020093168	1.723585617025196	1.161671130753436	1.0377086791195675	1.199835080050678	0.555717486720247	0.6226417383880187	0.7111017855436026	0.617117469774389	0.9223619380141823	1.0134353255296527	1.500591610217892	1.0215377634880687	1.7059675540737982	1.0928597496264538	1.2713975761333416
chr1-151357559-151357692_peak.417_KLost_mutM	0.21329870236325033	0.3070476670953635	0.24152584212603773	0.24850718527887877	0.2567572389439156	0.28171751573349835	0.23395286002006005	0.1614940483022256	0.1792149564849745	0.24993291428395084	0.25127371106363555	0.24418169040441298	0.22552185914908	0.25831791060245946	0.21776070357095081	0.24320319468559337	0.2937324535056757	0.2114343833762042	0.25084942461679216	0.1924834256975024	0.2997910589641733	0.22517078852798242
chr1-152290494-152290627_peak.421_KGain_WT	0.29246571183142656	0.29532254048728346	0.2641601774363321	0.3192902919072324	0.3080778070780397	0.29468041853081617	0.3477301479526215	0.33093757484374026	0.2765674607386671	0.3437008831092078	0.24019373924137719	0.20180390946346777	0.23505336816358785	0.2621751557970522	0.2505428647902801	0.21792082993829806	0.16626647219227858	0.2249935699299469	0.15866907683819623	0.3442702601130068	0.32558486883028975	0.2933719558680144
chr1-152290494-152290627_peak.421_KGain_mutD	0.27966876170278854	0.3210817418762511	0.34697520747476446	0.3738253890259525	0.27295574115848	0.2919716163772093	0.3202355224788971	0.28533567264842113	0.31785654198076846	0.2786566522516032	0.2456116063997122	0.3506131778808625	0.3044310313279984	0.32593348508238534	0.31221234058008485	0.2816793177110533	0.31681814287190085	0.29130557369388704	0.2835471551324547	0.26402905074463856	0.2864988185565713	0.2741820727344573
chr1-153266934-153267067_peak.425_KLost_WT	0.17038151877176713	0.22251172352718396	0.20501114477693227	0.17834893318282782	0.1821152875694373	0.19032426398059177	0.22430629165113106	0.09605487429910035	0.1273200662716752	0.1116477597117984	0.16151034901107963	0.17551125737723508	0.18111666110484273	0.23540242968513858	0.2973634146005771	0.22681030314082803	0.20056399206758507	0.20866518202130904	0.30705944164015575	0.18290858542078883	0.15407668242890118	0.21297812990016285
chr1-153266934-153267067_peak.425_KLost_mutM	0.30907570314620936	0.3141448108267175	0.24763972610959598	0.31185897035075644	0.25433399285770436	0.25847475578117124	0.2379432545665286	0.25040060571007244	0.2567914249948447	0.2273731488821036	0.3002548856312034	0.281275662804231	0.24340101466875336	0.22252706404943867	0.2861438194341886	0.25683321988234864	0.18096889785518475	0.11484258021961459	0.27484878686733266	0.3021795823588557	0.2626892549501867	0.2281768955353315
chr1-154574208-154574341_peak.428.shuff_NotDB_scrambled	0.3078284995694981	0.23446750045414277	0.25561053869361205	0.20307088716571403	0.2743847175110577	0.2594931310505697	0.2638146906401277	0.2250699347283311	0.19208233791670853	0.2025367414709625	0.2985623585143671	0.3354892820882035	0.3112953792268579	0.28444739199272967	0.29898536075159554	0.2820215275927587	0.2711026313876162	0.2691028063035433	0.3280210614287482	0.219883499892481	0.2071484488806398	0.30712338025820596
chr1-154757777-154757910_peak.429_KGain_WT	0.8917549540609278	0.8311456552656442	0.8801487488607065	0.8772865199941847	0.9336269339728199	0.8402474121410899	0.8889434613705278	1.0773640157668274	0.9845239525278453	0.9941117771782711	0.9044765827773185	0.613582816179535	0.5718662953102428	0.6887311762047169	0.684579768658654	0.9662978586644599	1.1648523316579489	1.202402173719601	0.9385178077013926	1.410249830696	0.7304693176169332	1.0101904438718814
chr1-154757777-154757910_peak.429_KGain_mutD	0.39477506239503934	0.3341377117197715	0.29848761386877665	0.38740826736116296	0.47066687390656037	0.34787176274015136	0.3901458631807308	0.5241503664456876	0.4484497596628896	0.4238417706826498	0.4450118541201696	0.32543998740650704	0.3160224889993784	0.2966741999628178	0.3305991995915579	0.42355794286188275	0.3046415700216449	0.37216775162210325	0.41060994528816397	0.31201742781841874	0.3485325247724093	0.3996653648386224
chr1-154757777-154757910_peak.429_KGain_mutDM	0.4021497445533372	0.32835256299194	0.308618673484153	0.4146121607815605	0.37444415516241264	0.30652508432155157	0.40580294915520865	0.506908214439623	0.33378072073930387	0.34843769632343086	0.334005539398725	0.25410498197859444	0.32081644226219835	0.25462605069110444	0.35892064376208693	0.2942533744920636	0.23509520689500063	0.19565551052750108	0.42602761388683086	0.4025966093732894	0.35295145717630144	0.26328526956903553
chr1-154757777-154757910_peak.429_KGain_mutM	0.7037227399456788	0.6368996380032244	0.6640255904697256	0.6602569396228508	0.6744756440654988	0.5977882535179138	0.5256805775832321	0.8207060769395171	0.6560739064453356	0.7214996752923702	0.46700843361587147	0.5938615563482964	0.5527263917663919	0.6212836163272196	0.5088819388422728	0.9105969376027335	0.7554875322553606	0.7053258291189074	0.912195845660288	0.8182106710273735	0.43949906343927564	0.6370339253949998
chr1-155191634-155191767_peak.431.shuff_KLost_scrambled	0.26839087232668307	0.1770207401422428	0.22212488251059967	0.22192331504496682	0.2710942670026519	0.18107390089908124	0.1944224348877656	0.1986514804794944	0.2837314856774022	0.1795367326652962	0.20511192655943974	0.2708215060126877	0.2650984865811802	0.26365254646153874	0.20014600353578224	0.2834477322898047	0.131294266342694	0.3843268474715983	0.23660362494745082	0.1397920136107084	0.2054072014590067	0.20524561000516275
chr1-155461956-155462089_peak.437_EGain_WT	0.06324364740635663	0.09435221179630043	0.07658335257855728	0.05234274517777106	0.058314206056755594	0.09177996490016686	0.06584694485600419	0.04367132163149827	0.0615533525159873	0.03658921303588293	0.06036106434729832	0.22194212434199972	0.194012298982333	0.2127801863741406	0.2856746637984602	0.20839726911110823	0.23647258278257416	0.11547475535174682	0.24928618010610618	0.17971325967747165	0.1995320224056498	0.1502520000020554
chr1-155461956-155462089_peak.437_EGain_mutM	0.2672497398284289	0.2924539520553045	0.2548352742808211	0.3311794337809091	0.25893382552497174	0.2982047824872872	0.2507155242023375	0.29997943154777473	0.24690700411037708	0.28396813919088076	0.28464751717365333	0.32693430939420337	0.2595084246110332	0.2740210759466505	0.3068223352719975	0.2814384973736549	0.22880878696311288	0.26304681892072734	0.30809798581008474	0.24477265276613225	0.30848096981481954	0.15169679375030223
chr1-155680881-155681014_peak.441_NotDB_WT	0.5566140801417324	0.5556471075384075	0.5826519040354811	0.5624897303001801	0.5870965740256315	0.3900168901226669	0.39060022596692645	0.9263700338160062	0.5147443507856845	0.4131470394866285	0.4443883584223249	0.34454273514123995	0.32848103316021615	0.33425167673419304	0.4164707765285521	0.3118449910632892	0.3577520300085287	0.3776684510381918	0.3215775071398708	0.6957544589939392	0.3870329685409452	0.3896660692356484
chr1-155680881-155681014_peak.441_NotDB_mutM	0.22056082645150063	0.3252597244320726	0.3124443352544806	0.23653284550449896	0.3227827168077706	0.1786567942394214	0.21893932092206625	0.35447296834941927	0.23719088132806104	0.2979554413167309	0.24845912986950566	0.2606824033258712	0.238151915604403	0.18619207732066068	0.2123661311584323	0.22178441888365943	0.16816645986676346	0.17505279880964675	0.16440153262007826	0.30218022035197906	0.22578544724452276	0.19960847766821777
chr1-156288952-156289085_peak.446_KGain_WT	0.30944911795319335	0.5427198576424445	0.5509674126721074	0.3746901313272312	0.8681080451322601	0.26620574757217735	0.33047292502012543	0.4804965545311517	0.2649762884814766	0.17003746796635613	0.2183234590691636	0.33592227317603424	0.9807549040234662	0.3557025518620089	0.2528189131172667	0.20653315792285384	0.0	0.529499056463538	0.5033885601838504	0.4906021215052042	0.7707748126890334	0.3326162018974739
