annots	expression	expression_std	expression_cov	expression_reps	expression_pvalue	expression_qvalue
chr1-134067022-134067155_peak.355_EGain_WT	1.0294822181999945	0.12383394952392217	0.12028760413214375	3.0	0.7973662368441692	0.8330785538950736
chr1-134067022-134067155_peak.355_EGain_mutM	0.8704664415381353	0.09327713220344183	0.10715764302023967	3.0	0.16754478628930625	0.22709349388652483
chr1-134179208-134179341_peak.358_KGain_WT				0.0		
chr1-134179208-134179341_peak.358_KGain_mutD	2.9632724644139916	1.3108063221316324	0.44235092718375923	3.0	0.05667332751761041	0.1005201882915731
chr1-134179208-134179341_peak.358_KGain_mutDM				0.0		
chr1-134179208-134179341_peak.358_KGain_mutM				0.0		
chr1-134439696-134439829_peak.362_ELost_WT				0.0		
chr1-134439696-134439829_peak.362_ELost_mutD	1.2060979549415334	0.19250898219147605	0.15961305746580765	3.0	0.1868195361689938	0.24766471577870264
chr1-134439696-134439829_peak.362_ELost_mutDM	1.0173986637346941	0.7057795029307875	0.6937098780334479	3.0	0.6646734916108684	0.7138886801388676
chr1-134439696-134439829_peak.362_ELost_mutM	1.0568760309824425	0.6814561633309444	0.6447834403979071	3.0	0.7623410082723702	0.8019457494721742
chr1-134799958-134800091_peak.368_NotDB_WT	0.9374131381564655	0.01593589843366897	0.016999866744996563	3.0	0.04378647819053409	0.0850775750131712
chr1-134799958-134800091_peak.368_NotDB_mutM	0.9040684285630919	0.07140247494871622	0.07897906031538107	3.0	0.16723141270659883	0.22674578697709813
chr1-135595360-135595493_peak.378_ELost_WT	0.9457930305402731	0.06906652424014019	0.07302498750777087	3.0	0.30521912968096954	0.3717615597854618
chr1-135595360-135595493_peak.378_ELost_mutM	0.6482185281766871	0.07088070757685647	0.1093469323936638	3.0	0.018169718211484085	0.04844853338610295
chr1-136017794-136017927_peak.382_KLost_WT	2.310640877740589	1.454629210933033	0.6295349593033303	3.0	0.18695900465824788	0.2476849782735805
chr1-136237971-136238104_peak.388_ELost_WT	0.630186658812321	0.16265489405751843	0.25810589891583136	3.0	0.07578254527375326	0.12358813290964914
chr1-136237971-136238104_peak.388_ELost_mutD	0.9035428521012826	0.13483082822785578	0.14922460834513018	3.0	0.32678897405002877	0.3939441575961211
chr1-136237971-136238104_peak.388_ELost_mutDM	0.40859937790229567	0.17734374811763967	0.434028433983681	3.0	0.0533353662908322	0.09605181766777862
chr1-136237971-136238104_peak.388_ELost_mutM	0.5506733867539251	0.11342841555540274	0.20598129178537836	3.0	0.03697898647644979	0.07564573182285035
chr1-136279433-136279566_peak.389_KLost_WT	0.5826602518099374	0.059539717609354094	0.10218599505355623	3.0	0.011763677887428265	0.03793477048743035
chr1-136279433-136279566_peak.389_KLost_mutM	0.9718814079955355	0.10086967515913631	0.10378804896286242	3.0	0.6056735610116001	0.6599376768301756
chr1-136563268-136563401_peak.394_KLost_WT	0.6842892668158681	0.17236639477645008	0.25189112723995316	3.0	0.1001903618094509	0.15225118219348557
chr1-136563268-136563401_peak.394_KLost_mutM	0.5869179176400788	0.03701123580433773	0.06306032699283595	3.0	0.00534172987289366	0.023968684435290002
chr1-136643638-136643771_peak.395_KGain_WT	5.047214094067585	0.06416275885856768	0.012712509844586058	3.0	3.111521713117615e-08	4.137286704542056e-05
chr1-136643638-136643771_peak.395_KGain_mutD	2.820238193256758	0.08630603318741487	0.030602391455365082	3.0	0.00013075550088484283	0.004074872601794047
chr1-136643638-136643771_peak.395_KGain_mutDM	1.5355461455452737	0.3003641042640821	0.19560734474535935	3.0	0.06331440608477391	0.10811693744527531
chr1-136643638-136643771_peak.395_KGain_mutM	1.2160598837987115	0.12104948720362074	0.09954237354289493	3.0	0.0958983163736129	0.14764121343664294
chr1-138662551-138662684_peak.402_KGain_WT				0.0		
chr1-138662551-138662684_peak.402_KGain_mutD	1.519920779698505	0.49382373654627926	0.32490097059152995	3.0	0.19219584332639622	0.2535281808958315
chr1-138662551-138662684_peak.402_KGain_mutDM	0.8753932538462746	0.26485089688508706	0.30255076301010286	3.0	0.408798057526506	0.4772301584645105
chr1-151357559-151357692_peak.417_KLost_WT	4.1317180065262145	0.39378446209471857	0.09530768108392688	3.0	0.0013628244678748108	0.011974244058045418
chr1-151357559-151357692_peak.417_KLost_mutM	1.0390331497162981	0.10770717509562366	0.1036609612744622	3.0	0.5978609126953355	0.6530304437956443
chr1-152290494-152290627_peak.421_KGain_WT	1.277045595785369	0.09581225843593574	0.07502649768508246	3.0	0.03847502757498286	0.0776704883586066
chr1-152290494-152290627_peak.421_KGain_mutD	1.189474787535888	0.08470486750230224	0.07121199069530222	3.0	0.06390132910581413	0.10874675844841832
chr1-153266934-153267067_peak.425_KLost_WT	0.8016046365481172	0.0811289174298958	0.10120814392897531	3.0	0.07122705359315108	0.11823750178238855
chr1-153266934-153267067_peak.425_KLost_mutM	1.0095533953411657	0.055306493549875685	0.05478312866372517	3.0	0.7781932780594745	0.8171131840429702
chr1-154757777-154757910_peak.429_KGain_WT	3.579454973826173	0.18372786786216475	0.051328447823935947	3.0	0.0003267369247646663	0.0063269591887682225
chr1-154757777-154757910_peak.429_KGain_mutD	1.6247437463119876	0.2527373625895659	0.1555552148843505	3.0	0.032820663085294036	0.06971332537126619
chr1-154757777-154757910_peak.429_KGain_mutDM	1.4595315122877224	0.1901875973380574	0.13030729089223328	3.0	0.04348544218344739	0.08461630676574226
chr1-154757777-154757910_peak.429_KGain_mutM	2.4186340400426887	0.31955753871673337	0.13212314613379592	3.0	0.006226977430263965	0.026368803576775963
chr1-155461956-155462089_peak.437_EGain_WT	0.29057402965659146	0.07301293432106791	0.25127136932146565	3.0	0.011661043295660522	0.03778708505799335
chr1-155461956-155462089_peak.437_EGain_mutM	1.0865381884547491	0.11286406393364741	0.10387491680725941	3.0	0.28668376079653585	0.3533935481512304
chr1-155680881-155681014_peak.441_NotDB_WT	1.8398598559427797	0.4657480819016284	0.25314323827287927	3.0	0.054711121911984864	0.09791057214307206
chr1-155680881-155681014_peak.441_NotDB_mutM	0.9685285427822664	0.3018610411197093	0.3116697420734355	3.0	0.6995957054306672	0.7451768408445745
chr1-156288952-156289085_peak.446_KGain_WT	1.9616719552162858	1.3353906125420316	0.68074104285943	3.0	0.305449007245674	0.3719279883708771
chr1-156288952-156289085_peak.446_KGain_mutM	1.072610643937708	0.19830174083560123	0.1848776552390036	3.0	0.6809768183099519	0.7280666116961668
chr1-16229659-16229792_peak.29_KGain_WT	1.1883013757925158	0.1356653156817387	0.11416743129768675	3.0	0.1475391285475547	0.20477856081287252
chr1-16229659-16229792_peak.29_KGain_mutD	1.0645195443761732	0.17301317228085147	0.1625270040318895	3.0	0.6272336406959544	0.6795315026442591
chr1-162460470-162460603_peak.467_ELost_WT	2.8102588293685393	0.8981155517299755	0.3195846383771635	3.0	0.03328761285200848	0.0705923911040201
chr1-162460470-162460603_peak.467_ELost_mutM	1.7795545770898873	0.2322798617224392	0.13052696709211772	3.0	0.014391235553793227	0.041750282635695406
chr1-162839948-162840081_peak.470_KGain_WT	2.252134354204241	2.4014657295843036	1.0663066016027392	3.0	0.4811058373942668	0.546138641253765
chr1-162839948-162840081_peak.470_KGain_mutDM	1.1238769315541928	0.79660169706771	0.708797978410413	3.0	0.8288779509861979	0.8588036744114138
chr1-162839948-162840081_peak.470_KGain_mutM				0.0		
chr1-163957152-163957285_peak.472_NotDB_WT	1.245637150764745	0.05670941627620663	0.04552643299165453	3.0	0.007153290045452607	0.028591657305922294
chr1-163957152-163957285_peak.472_NotDB_mutM	1.4048989757829098	0.219142024294622	0.1559841868149277	3.0	0.05794286855693433	0.10195593413039745
chr1-165099756-165099889_peak.475_KGain_WT	2.2342472514030804	0.31007069042998353	0.1387808310988244	3.0	0.008169491952442718	0.030918504172954463
chr1-165099756-165099889_peak.475_KGain_mutM	1.307284379764986	0.21987280417283284	0.16819049288446325	3.0	0.13348829356442296	0.18936159424910495
chr1-167385827-167385960_peak.486_NotDB_WT	1.175197709998865	0.09474779214432028	0.08062285293630446	3.0	0.05607127055635338	0.09962953151416197
chr1-167385827-167385960_peak.486_NotDB_mutM	1.3460269850558835	0.3660323828556326	0.2719353972241767	3.0	0.22031487093148291	0.28377010660177115
chr1-167389944-167390077_peak.487_NotDB_WT	0.07461669080146148	0.05306540406085121	0.7111733781124993	3.0	0.017260559531514636	0.04693413222304832
chr1-167389944-167390077_peak.487_NotDB_mutM	0.8824181584591008	0.08825792150661715	0.1000182517330958	3.0	0.1318394327521641	0.1876900418445334
chr1-167817057-167817190_peak.489_KGain_WT	0.2740820494011325	0.07225720948295612	0.26363349822010473	3.0	0.012514578270852134	0.038848756982435145
chr1-168908806-168908939_peak.494_KGain_WT				0.0		
chr1-168908806-168908939_peak.494_KGain_mutM	1.1784109955418192	0.24115047330237158	0.20464037947260794	3.0	0.3237660973895841	0.39100907129489887
chr1-169848064-169848197_peak.495_KGain_WT				0.0		
chr1-170248789-170248922_peak.500_EGain_WT	1.5943538803732933	0.07875119201303149	0.049393797062539914	3.0	0.004508753433742437	0.021987062893885797
chr1-170248789-170248922_peak.500_EGain_mutM	1.319049668190698	0.24141384578677877	0.18302104280721976	3.0	0.12854297469023268	0.18398203302452032
chr1-170477759-170477892_peak.503_EGain_WT	3.151396801774087	0.23058660154776958	0.0731696501747924	3.0	0.0006744797566129557	0.00887953712583855
chr1-170477759-170477892_peak.503_EGain_mutM	1.6583806058839847	0.12690930649405568	0.07652604356549854	3.0	0.00836432308072486	0.031240903341771036
chr1-170867801-170867934_peak.504_NotDB_WT	1.3769056899252636	0.19968089074023299	0.14502147256800962	3.0	0.07494326374712652	0.12282197168746413
chr1-171419650-171419783_peak.514_NotDB_WT	0.8899911053681056	0.19508466121661075	0.21919843922026905	3.0	0.39307640250236153	0.46076455174314435
chr1-171419650-171419783_peak.514_NotDB_mutM	1.1189045497232613	0.08994957124919566	0.08039074581602415	3.0	0.16931235327970878	0.22910006011966022
chr1-172488972-172489105_peak.519_ELost_WT	1.376322384395845	0.2788634358640986	0.2026149098683078	3.0	0.13502805833416215	0.1907319138438289
chr1-172488972-172489105_peak.519_ELost_mutD	0.6193097294244322	0.011189014525534672	0.018066912231353777	3.0	3.8081278638497987e-05	0.001875385438135413
chr1-172488972-172489105_peak.519_ELost_mutDM	0.8681404321696826	0.21392614145061642	0.2464188206462931	3.0	0.3489720003443974	0.4164072118976372
chr1-172488972-172489105_peak.519_ELost_mutM	1.1005340415977238	0.18227555796953535	0.1656246432004165	3.0	0.5040356693486139	0.5668447378155119
chr1-173359808-173359941_peak.523_NotDB_WT	1.4911447116808698	0.5864404936529827	0.39328207990754077	3.0	0.2647988397498411	0.3300883036756613
chr1-173359808-173359941_peak.523_NotDB_mutM	0.8827863575437291	0.19484838975525043	0.22071975636030208	3.0	0.37776908269727344	0.44425733221681124
chr1-175301259-175301392_peak.527_KGain_WT	3.7965898725106624	0.18514788588781644	0.04876689136964358	3.0	8.913287935100816e-05	0.003203162664244789
chr1-175301259-175301392_peak.527_KGain_mutM	0.6163174121837778	0.4338299347153636	0.7039066658496437	3.0	0.20260982837560843	0.26420745517826155
chr1-175988342-175988475_peak.529_NotDB_WT	3.499793565573528	0.12351025864716222	0.035290726819460855	3.0	0.0002127663965234226	0.005143788822617774
chr1-175988342-175988475_peak.529_NotDB_mutM	1.517896278053244	0.07461972681226932	0.049159964281598856	3.0	0.0037381180611384466	0.019750136352160615
chr1-177693870-177694003_peak.540_NotDB_WT	0.1784315938218873	0.053225601813181575	0.2982969589248418	3.0	0.00936584810580726	0.03326835983443024
chr1-177693870-177694003_peak.540_NotDB_mutM	1.4036951128516373	0.08370851603262235	0.059634400138764226	3.0	0.011057442427441212	0.03681814511107095
chr1-179612684-179612817_peak.548_EGain_WT	1.7644571894798524	0.22773348747664243	0.12906716515110034	3.0	0.01606808655731877	0.04491632605265913
chr1-179612684-179612817_peak.548_EGain_mutM	1.4209668440490397	0.19878617061644518	0.13989500983007086	3.0	0.051385055492817536	0.09398211204073781
chr1-180329460-180329593_peak.551_KLost_WT	0.7107053395090767	0.03134540379657027	0.044104640916617095	3.0	0.005272619147866697	0.023765511616768653
chr1-180329460-180329593_peak.551_KLost_mutM	0.7615191392039923	0.06049788289642899	0.07944368011507467	3.0	0.028646587811398866	0.06366085725886912
chr1-180388317-180388450_peak.552_NotDB_WT	0.3117220267143861	0.09862612737301175	0.3163912682480327	3.0	0.021110711369099484	0.05306277734803897
chr1-180388317-180388450_peak.552_NotDB_mutM	0.656274210252561	0.02723877259918518	0.041505169902536	3.0	0.0007115113683919003	0.009096855283702854
chr1-180520820-180520953_peak.554_NotDB_WT	2.005640627352317	0.07406624689275541	0.03692897216114516	3.0	0.00039026439636936276	0.0067685420744234255
chr1-180520820-180520953_peak.554_NotDB_mutM	1.5371043098992299	0.08873759950243462	0.05773036932558736	3.0	0.0045369411126658194	0.022016859000515757
chr1-180784895-180785028_peak.556_ELost_WT	4.655264471111015	0.28692039129330016	0.06163353190217878	3.0	0.00019209745743824696	0.004880743679752657
chr1-180784895-180785028_peak.556_ELost_mutD	1.4846774180456794	0.08489360540844743	0.05717983204741886	3.0	0.00793060392052472	0.03024395701622668
chr1-180784895-180785028_peak.556_ELost_mutDM	1.0799154180658173	0.0677509086058568	0.0627372361505886	3.0	0.13897387587725699	0.19540598902868456
chr1-180784895-180785028_peak.556_ELost_mutM	1.2928799852065394	0.1049124796355436	0.08114634060081276	3.0	0.03978692622934758	0.0795140524693725
chr1-181206850-181206983_peak.561_KGain_WT	2.475674248899735	0.9382617697748034	0.3789924180015991	3.0	0.05544574443671675	0.0988262174075349
chr1-181206850-181206983_peak.561_KGain_mutD				0.0		
chr1-181206850-181206983_peak.561_KGain_mutDM	1.4689556302158202	0.17956353804511657	0.12223891202128069	3.0	0.03322988794040911	0.070507459039517
chr1-181206850-181206983_peak.561_KGain_mutM	1.797950335378703	0.3389608062510791	0.1885262343354349	3.0	0.030083024312969615	0.06575407341612921
chr1-187758160-187758293_peak.575_KGain_WT	3.0651967000139924	0.6582215497731441	0.21474039488889549	3.0	0.011166335372701945	0.036903489479459865
chr1-187758160-187758293_peak.575_KGain_mutD	1.0322660458469242	0.12157567026706599	0.11777551994100421	3.0	0.7660389066427271	0.805410964311502
chr1-187758160-187758293_peak.575_KGain_mutDM	1.137346766214245	0.0829021827202641	0.07289085895606935	3.0	0.0863319158450488	0.1362793875369607
chr1-187758160-187758293_peak.575_KGain_mutM	3.185760608384845	0.35905115315020364	0.11270500118721717	3.0	0.0035443865697302097	0.019341392649321214
chr1-188186923-188187056_peak.581_KGain_WT	2.570630349963609	0.38245635938027345	0.14877921261051308	3.0	0.007872258258563625	0.030136696922658638
chr1-188186923-188187056_peak.581_KGain_mutM	1.2237948086114614	0.18905270074239128	0.15448071801913732	3.0	0.15468520171885744	0.21262552365834678
chr1-188595228-188595361_peak.584_ELost_WT				0.0		
chr1-188595228-188595361_peak.584_ELost_mutM				0.0		
chr1-191896956-191897089_peak.601_KLost_WT	4.343646582386897	0.1991810815139729	0.04585572922107305	3.0	5.4976785848847404e-05	0.0023580903091511
chr1-192444874-192445007_peak.608_EGain_WT	0.1778167854816981	0.018844049438973203	0.10597452534036916	3.0	0.0012020030957667603	0.011308467804277375
chr1-192444874-192445007_peak.608_EGain_mutM	0.8822760609651515	0.1621922306023159	0.1838338789617485	3.0	0.3306830397660284	0.3979169368406297
chr1-192607788-192607921_peak.610_NotDB_WT	0.36630884719266166	0.07819696868550834	0.21347278201113257	3.0	0.01319514843820366	0.0396649940617893
chr1-192607788-192607921_peak.610_NotDB_mutM	0.8214353623824288	0.05187521346775274	0.06315191169430277	3.0	0.02167981661517103	0.05394933779034139
chr1-192799634-192799767_peak.611_KGain_WT	1.8785716160208172	0.41290024406611414	0.21979478479543824	3.0	0.0363736569124346	0.07486817204525366
chr1-192799634-192799767_peak.611_KGain_mutD	1.5169277539043555	0.0652940645962967	0.0430436218391015	3.0	0.004287951141857162	0.021569529766542524
chr1-192799634-192799767_peak.611_KGain_mutDM	1.7836290329105848	0.18134130549807445	0.10166985519525644	3.0	0.01175651565002039	0.03797306957727234
chr1-192799634-192799767_peak.611_KGain_mutM	2.0378591429454516	0.23712074893750695	0.11635777171271061	3.0	0.010042999387398853	0.034595444349165824
chr1-194991124-194991257_peak.620_ELost_WT	4.335466985119823	0.5630616468708803	0.1298733559276126	3.0	0.0021393277655501588	0.015050755655695913
chr1-194991124-194991257_peak.620_ELost_mutD	1.0450240723157178	0.2144137449851955	0.20517589083863497	3.0	0.8726385324250385	0.8950771678692411
chr1-194991124-194991257_peak.620_ELost_mutDM	1.1644721341956341	0.17626072234551188	0.15136534157364356	3.0	0.2691006859344725	0.33503203376798085
chr1-194991124-194991257_peak.620_ELost_mutM	2.0252665384818864	0.09462507416930044	0.0467222819176335	3.0	0.0002755574926863532	0.005695330768527787
chr1-19615962-19616095_peak.32_KGain_WT	1.6788183039261286	0.043848286827279516	0.02611854226555355	3.0	2.8340531247066685e-06	0.000364678642401771
chr1-19615962-19616095_peak.32_KGain_mutD	1.5229428529662583	0.0489246943681134	0.03212510191884223	3.0	5.135214230440338e-05	0.0022510296225523637
chr1-19615962-19616095_peak.32_KGain_mutDM	1.6400685692778296	0.09564825279080157	0.05831966698375197	3.0	0.005365197802104945	0.0239930202159155
chr1-19615962-19616095_peak.32_KGain_mutM	1.5817094493343233	0.09154373204167446	0.05787645264444836	3.0	0.0031784616067630006	0.01837519325996755
chr1-33890124-33890257_peak.41_KGain_WT				0.0		
chr1-33890124-33890257_peak.41_KGain_mutD				0.0		
chr1-33890124-33890257_peak.41_KGain_mutM				0.0		
chr1-36476324-36476457_peak.54_NotDB_WT	1.4445165865305831	0.17561616122443308	0.12157434733665826	3.0	0.030341583004368178	0.06602977337939153
chr1-36476324-36476457_peak.54_NotDB_mutM	0.9501546111821026	0.07458557123505777	0.07849835211794073	3.0	0.38770822622627604	0.4552746877882294
chr1-40154921-40155054_peak.78_KLost_WT	0.4573753141172972	0.0665082106153798	0.14541276838199294	3.0	0.009143289502626264	0.03285818182520376
chr1-40154921-40155054_peak.78_KLost_mutM	0.8048839620873034	0.2687696261742015	0.33392344590542217	3.0	0.28695784937174595	0.3536221381352779
chr1-4360266-4360399_peak.3_RetinalGene_WT	6.1764923754938605	0.7124145930359346	0.11534290819536085	3.0	0.001046563645763162	0.01070446764858783
chr1-4360266-4360399_peak.3_RetinalGene_mutM	0.6711409882749573	0.09812134415696185	0.14620079218997556	3.0	0.04438071250944565	0.08556532730796457
chr1-4383772-4383905_peak.4_NotDB_WT	9.058480070693536	0.9377514919266713	0.10352194679552627	3.0	0.0006140710598435102	0.008594840202511446
chr1-4383772-4383905_peak.4_NotDB_mutM	1.6512493076677262	0.19221598294732092	0.11640639729854756	3.0	0.014408071006315673	0.04176874654374507
chr1-44594133-44594266_peak.81_ELost_WT				0.0		
chr1-44594133-44594266_peak.81_ELost_mutD				0.0		
chr1-44594133-44594266_peak.81_ELost_mutDM	3.152076297591203	0.43877636415838195	0.13920232974490246	3.0	0.004319540686694541	0.02164654246133734
chr1-45795344-45795477_peak.83_NotDB_WT	0.8954540512734003	0.20744736017783041	0.23166723058857716	3.0	0.3980382311470553	0.4658962746612686
chr1-45795344-45795477_peak.83_NotDB_mutM	0.8447617154706079	0.10549225237343944	0.12487811703762026	3.0	0.1251892105000278	0.18034660913131487
chr1-46153164-46153297_peak.85_EGain_WT	1.2759859179974786	0.31065901222021525	0.24346586262312428	3.0	0.24649559995670442	0.3104739337629599
chr1-46153164-46153297_peak.85_EGain_mutM	1.0762367598132732	0.26867239619984234	0.2496406053315415	3.0	0.7857896110307065	0.8235719281138961
chr1-4802559-4802692_peak.5_ELost_WT	2.6245991172477074	0.2692483635166314	0.10258647187193272	3.0	0.00322671094854604	0.01846678618902461
chr1-4802559-4802692_peak.5_ELost_mutD	0.8962165703191859	0.2191823848091601	0.24456408424930004	3.0	0.4393590851025173	0.5063864173573943
chr1-4904752-4904885_peak.7_EGain_WT	1.5788378579959532	0.15976885923076314	0.10119396264893253	3.0	0.019343438003857797	0.0505642032748288
chr1-4904752-4904885_peak.7_EGain_mutM	1.3282194606365396	0.22079573407239422	0.16623437663424948	3.0	0.0930823716262167	0.1443084261239714
chr1-4908344-4908477_peak.8_NotDB_WT	1.552466568255338	0.2745978388974647	0.17687842335056383	3.0	0.04966511180865529	0.09184707047043393
chr1-4908344-4908477_peak.8_NotDB_mutM	1.2782935702198979	0.16003047472160145	0.12519070614903607	3.0	0.07368336303677799	0.1210555746102584
chr1-55501287-55501420_peak.102_EGain_WT	1.448571023255437	0.15006486099251184	0.10359510067740035	3.0	0.022704264868271415	0.05539285171836983
chr1-55501287-55501420_peak.102_EGain_mutM	0.8541804667989839	0.3470247103997383	0.40626626794710397	3.0	0.41708907203691353	0.48534664771156594
chr1-59208019-59208152_peak.121_ELost_WT	1.2068305096222687	0.20542509037882778	0.17021867506740834	3.0	0.20107433972440583	0.2625484586450589
chr1-59208019-59208152_peak.121_ELost_mutM	1.1587592726295044	0.17291765483929838	0.14922655544055022	3.0	0.2399966920242998	0.3044027995182613
chr1-60130081-60130214_peak.126_EGain_WT	1.2283571763228058	0.5312532682432531	0.43249087356953136	3.0	0.6769078663968426	0.7242986800045614
chr1-60130081-60130214_peak.126_EGain_mutM	1.0552486839529163	0.08408647131710399	0.07968403334285117	3.0	0.4367973238354588	0.5041621888829991
chr1-61229249-61229382_peak.130_KLost_WT	2.969708849767637	0.19140124569723882	0.06445118204507318	3.0	0.0005790511700604799	0.008249411133468767
chr1-61229249-61229382_peak.130_KLost_mutM	1.0912417344173873	0.06187799957408535	0.05670420917975791	3.0	0.1119298928236358	0.1659191164895887
chr1-61265937-61266070_peak.131_NotDB_WT	0.7418394945996964	0.13683129404120803	0.18444865100508498	3.0	0.10244560291750057	0.15514635916397485
chr1-61265937-61266070_peak.131_NotDB_mutD	0.7031556932500305	0.1765556454154679	0.25109040161420926	3.0	0.10904287354418883	0.16291086987556902
chr1-61265937-61266070_peak.131_NotDB_mutDM	1.1490023508850247	0.23528281841614196	0.20477139862674276	3.0	0.4404678769366533	0.5073711698239417
chr1-61265937-61266070_peak.131_NotDB_mutM	1.0230807236529544	0.12077770748924094	0.11805295974886405	3.0	0.8496373269570987	0.8762159506804206
chr1-61332063-61332196_peak.133_NotDB_WT	2.86927845618618	0.2099943464880196	0.07318716175325216	3.0	0.001043993940078175	0.010733226358174846
chr1-61332063-61332196_peak.133_NotDB_mutD	1.2296521444605621	0.04679829086024478	0.038058154146329556	3.0	0.0033809473917700145	0.01894185273282386
chr1-61332063-61332196_peak.133_NotDB_mutDM	1.4941270248830636	0.025139946587791995	0.016825842896295615	3.0	5.119968688981987e-06	0.0005236809000089526
chr1-61332063-61332196_peak.133_NotDB_mutM	1.4742752967122545	0.0903312420654171	0.06127162427998529	3.0	0.007826116468118637	0.03007550924019773
chr1-62370481-62370614_peak.134_KGain_WT	0.6641150563477125	0.08747307301450624	0.1317137327010212	3.0	0.0351589845548065	0.07327543855231092
chr1-62370481-62370614_peak.134_KGain_mutM	1.4473203646655997	0.15190028880172088	0.1049527751492788	3.0	0.029628136817568193	0.06508074766810547
chr1-65035487-65035620_peak.145_NotDB_WT	1.4197676073056626	0.2017686569358374	0.14211386137956766	3.0	0.044793143445149376	0.08598645293681466
chr1-65035487-65035620_peak.145_NotDB_mutM	1.8610427137628156	0.03426973879753431	0.018414267735018728	3.0	6.90492642577319e-07	0.00017214844695255784
chr1-65178894-65179027_peak.147_KLost_WT	1.5988581609629746	0.09587970616431041	0.059967612203050656	3.0	0.0046577008297122345	0.02227766020350372
chr1-65178894-65179027_peak.147_KLost_mutM	1.8780266294173116	0.2652058472176133	0.14121516865812375	3.0	0.017336528848187652	0.04698057987460635
chr1-66402769-66402902_peak.155_KLost_WT	0.09632995666580618	0.06507142207888454	0.6755055678539784	3.0	0.019482382184289573	0.05069486140452127
chr1-66402769-66402902_peak.155_KLost_mutM	1.3156883044382033	0.11714386931493624	0.08903618654948557	3.0	0.04085945249768589	0.08096788674280628
chr1-66831349-66831482_peak.159_ELost_WT	2.5727843066244893	0.3245210525043832	0.12613612873368193	3.0	0.005116673844454545	0.023460243638539286
chr1-66831349-66831482_peak.159_ELost_mutM	1.6620805767811249	0.2567980318335357	0.15450396053052054	3.0	0.026350353832006148	0.06051327658944878
chr1-69296929-69297062_peak.160_KLost_WT	8.518304204918701	0.7794280441670616	0.09150037676712679	3.0	0.0004948113893952184	0.007562462192710828
chr1-69296929-69297062_peak.160_KLost_mutM	4.471755981905616	0.23715693620935543	0.05303440911556453	3.0	0.00017212734949694538	0.004639297277995372
chr1-72764408-72764541_peak.172_EGain_WT	3.301733101065041	0.7801014473288926	0.23627029304011737	3.0	0.01185211059181469	0.03797435273152514
chr1-72764408-72764541_peak.172_EGain_mutM	2.0375909975958746	0.5886623427270784	0.28890113051227306	3.0	0.05707521299363667	0.10078487146153904
